Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-11-03,2.5,-0.20122749570732107,-0.20122749570732107
2024-11-04,3.5,0.21902024269617879,0.21902024269617879
2024-11-05,10.0,2.950630542318928,2.950630542318928
2024-11-06,5.0,0.8493918503014286,0.8493918503014286
2024-11-07,5.5,1.0595157195031786,1.0595157195031786
2024-11-10,3.0,0.008896373494428862,0.008896373494428862
2024-11-11,5.25,0.9544537849023036,0.9544537849023036
2024-11-12,4.5,0.6392679810996786,0.6392679810996786
2024-11-17,3.25,0.11395830809530383,0.11395830809530383
2024-11-18,7.75,2.0050731309110534,2.0050731309110534
2024-11-19,3.5,0.21902024269617879,0.21902024269617879
2024-11-20,3.5,0.21902024269617879,0.21902024269617879
2024-11-21,4.25,0.5342060464988037,0.5342060464988037
2024-11-24,3.25,0.11395830809530383,0.11395830809530383
2024-11-25,2.5,-0.20122749570732107,-0.20122749570732107
2024-11-26,7.0,1.6898873271084285,1.6898873271084285
2024-12-01,5.5,1.0595157195031786,1.0595157195031786
2024-12-02,4.75,0.7443299157005536,0.7443299157005536
2024-12-03,6.0,1.2696395887049285,1.2696395887049285
2024-12-04,5.25,0.9544537849023036,0.9544537849023036
2024-12-05,4.0,0.4291441118979287,0.4291441118979287
2024-12-08,5.25,0.9544537849023036,0.9544537849023036
2024-12-09,6.0,1.2696395887049285,1.2696395887049285
2024-12-10,2.0,-0.411351364909071,-0.411351364909071
2024-12-15,1.75,-0.516413299509946,-0.516413299509946
2024-12-16,3.25,0.11395830809530383,0.11395830809530383
2024-12-17,2.75,-0.0961655611064461,-0.0961655611064461
2024-12-18,3.75,0.32408217729705374,0.32408217729705374
2024-12-22,3.0,0.008896373494428862,0.008896373494428862
2024-12-23,0.5,-1.0417229725143209,-1.0417229725143209
2024-12-25,1.5,-0.621475234110821,-0.621475234110821
2024-12-26,3.75,0.32408217729705374,0.32408217729705374
2024-12-29,4.0,0.4291441118979287,0.4291441118979287
2024-12-30,1.5,-0.621475234110821,-0.621475234110821
2025-01-01,5.25,0.9544537849023036,0.9544537849023036
2025-01-02,2.75,-0.0961655611064461,-0.0961655611064461
2025-01-05,2.25,-0.30628943030819605,-0.30628943030819605
2025-01-06,2.5,-0.20122749570732107,-0.20122749570732107
2025-01-07,2.25,-0.30628943030819605,-0.30628943030819605
2025-01-08,2.75,-0.0961655611064461,-0.0961655611064461
2025-01-09,2.25,-0.30628943030819605,-0.30628943030819605
2025-01-12,2.0,-0.411351364909071,-0.411351364909071
2025-01-13,3.25,0.11395830809530383,0.11395830809530383
2025-01-16,2.5,-0.20122749570732107,-0.20122749570732107
2025-01-19,2.5,-0.20122749570732107,-0.20122749570732107
2025-01-20,5.75,1.1645776541040536,1.1645776541040536
2025-01-21,4.5,0.6392679810996786,0.6392679810996786
2025-01-22,3.25,0.11395830809530383,0.11395830809530383
2025-01-23,3.5,0.21902024269617879,0.21902024269617879
2025-01-26,9.0,2.5303828039154284,2.5303828039154284
2025-01-27,3.75,0.32408217729705374,0.32408217729705374
2025-01-28,1.75,-0.516413299509946,-0.516413299509946
2025-01-29,3.25,0.11395830809530383,0.11395830809530383
2025-02-02,9.25,2.6354447385163033,2.6354447385163033
2025-02-03,2.25,-0.30628943030819605,-0.30628943030819605
2025-02-04,2.25,-0.30628943030819605,-0.30628943030819605
2025-02-05,1.75,-0.516413299509946,-0.516413299509946
2025-02-06,2.0,-0.411351364909071,-0.411351364909071
2025-02-09,2.75,-0.0961655611064461,-0.0961655611064461
2025-02-10,1.75,-0.516413299509946,-0.516413299509946
2025-02-11,3.0,0.008896373494428862,0.008896373494428862
2025-02-16,2.75,-0.0961655611064461,-0.0961655611064461
2025-02-17,3.25,0.11395830809530383,0.11395830809530383
2025-02-18,1.5,-0.621475234110821,-0.621475234110821
2025-02-19,2.5,-0.20122749570732107,-0.20122749570732107
2025-02-20,2.75,-0.0961655611064461,-0.0961655611064461
2025-02-23,1.5,-0.621475234110821,-0.621475234110821
2025-02-24,3.5,0.21902024269617879,0.21902024269617879
2025-02-25,4.75,0.7443299157005536,0.7443299157005536
2025-02-26,3.0,0.008896373494428862,0.008896373494428862
2025-03-02,3.0,0.008896373494428862,0.008896373494428862
2025-03-03,5.75,1.1645776541040536,1.1645776541040536
2025-03-04,5.25,0.9544537849023036,0.9544537849023036
2025-03-05,5.75,1.1645776541040536,1.1645776541040536
2025-03-06,3.5,0.21902024269617879,0.21902024269617879
2025-03-09,4.0,0.4291441118979287,0.4291441118979287
2025-03-10,6.75,1.5848253925075533,1.5848253925075533
2025-03-11,2.75,-0.0961655611064461,-0.0961655611064461
2025-03-16,3.5,0.21902024269617879,0.21902024269617879
2025-03-17,2.75,-0.0961655611064461,-0.0961655611064461
2025-03-18,1.75,-0.516413299509946,-0.516413299509946
2025-03-19,2.25,-0.30628943030819605,-0.30628943030819605
2025-03-20,2.25,-0.30628943030819605,-0.30628943030819605
2025-03-23,3.0,0.008896373494428862,0.008896373494428862
2025-03-24,1.75,-0.516413299509946,-0.516413299509946
2025-03-25,2.25,-0.30628943030819605,-0.30628943030819605
2025-03-26,2.75,-0.0961655611064461,-0.0961655611064461
2025-03-30,5.75,1.1645776541040536,1.1645776541040536
2025-03-31,3.0,0.008896373494428862,0.008896373494428862
2025-04-01,3.25,0.11395830809530383,0.11395830809530383
2025-04-02,9.5,2.7405066731171783,2.7405066731171783
2025-04-03,9.25,2.6354447385163033,2.6354447385163033
2025-04-06,14.75,4.9468072997355526,4.9468072997355526
2025-04-07,8.75,2.4253208693145534,2.4253208693145534
2025-04-08,22.5,8.203727272362675,8.203727272362675
2025-04-09,10.75,3.265816346121553,3.265816346121553
2025-04-13,9.25,2.6354447385163033,2.6354447385163033
2025-04-14,4.25,0.5342060464988037,0.5342060464988037
2025-04-15,3.0,0.008896373494428862,0.008896373494428862
2025-04-16,5.25,0.9544537849023036,0.9544537849023036
2025-04-20,2.5,-0.20122749570732107,-0.20122749570732107
2025-04-21,3.0,0.008896373494428862,0.008896373494428862
2025-04-22,5.5,1.0595157195031786,1.0595157195031786
2025-04-23,3.25,0.11395830809530383,0.11395830809530383
2025-04-24,3.0,0.008896373494428862,0.008896373494428862
2025-04-27,2.25,-0.30628943030819605,-0.30628943030819605
2025-04-28,2.25,-0.30628943030819605,-0.30628943030819605
2025-04-29,2.5,-0.20122749570732107,-0.20122749570732107
2025-05-01,4.75,0.7443299157005536,0.7443299157005536
2025-05-04,3.5,0.21902024269617879,0.21902024269617879
2025-05-05,2.5,-0.20122749570732107,-0.20122749570732107
2025-05-06,3.5,0.21902024269617879,0.21902024269617879
2025-05-07,3.0,0.008896373494428862,0.008896373494428862
2025-05-08,3.0,0.008896373494428862,0.008896373494428862
2025-05-11,2.0,-0.411351364909071,-0.411351364909071
2025-05-12,3.0,0.008896373494428862,0.008896373494428862
2025-05-14,2.0,-0.411351364909071,-0.411351364909071
2025-05-18,5.25,0.9544537849023036,0.9544537849023036
2025-05-19,2.75,-0.0961655611064461,-0.0961655611064461
2025-05-20,5.25,0.9544537849023036,0.9544537849023036
2025-05-21,3.0,0.008896373494428862,0.008896373494428862
2025-05-22,2.75,-0.0961655611064461,-0.0961655611064461
2025-05-25,5.0,0.8493918503014286,0.8493918503014286
2025-05-26,3.25,0.11395830809530383,0.11395830809530383
2025-05-27,3.0,0.008896373494428862,0.008896373494428862
2025-05-28,6.5,1.4797634579066783,1.4797634579066783
2025-06-01,4.0,0.4291441118979287,0.4291441118979287
2025-06-02,2.25,-0.30628943030819605,-0.30628943030819605
2025-06-03,1.75,-0.516413299509946,-0.516413299509946
2025-06-04,2.25,-0.30628943030819605,-0.30628943030819605
2025-06-05,1.5,-0.621475234110821,-0.621475234110821
2025-06-08,3.0,0.008896373494428862,0.008896373494428862
2025-06-09,2.5,-0.20122749570732107,-0.20122749570732107
2025-06-10,2.5,-0.20122749570732107,-0.20122749570732107
2025-06-15,4.0,0.4291441118979287,0.4291441118979287
2025-06-16,3.75,0.32408217729705374,0.32408217729705374
2025-06-17,3.25,0.11395830809530383,0.11395830809530383
2025-06-18,3.25,0.11395830809530383,0.11395830809530383
2025-06-19,1.75,-0.516413299509946,-0.516413299509946
2025-06-22,5.25,0.9544537849023036,0.9544537849023036
2025-06-23,2.25,-0.30628943030819605,-0.30628943030819605
2025-06-24,1.25,-0.7265371687116959,-0.7265371687116959
2025-06-25,2.75,-0.0961655611064461,-0.0961655611064461
2025-06-29,2.5,-0.20122749570732107,-0.20122749570732107
2025-06-30,3.0,0.008896373494428862,0.008896373494428862
2025-07-01,1.5,-0.621475234110821,-0.621475234110821
2025-07-02,2.5,-0.20122749570732107,-0.20122749570732107
2025-07-06,2.0,-0.411351364909071,-0.411351364909071
2025-07-07,2.0,-0.411351364909071,-0.411351364909071
2025-07-08,1.75,-0.516413299509946,-0.516413299509946
2025-07-09,2.5,-0.20122749570732107,-0.20122749570732107
2025-07-10,2.75,-0.0961655611064461,-0.0961655611064461
2025-07-13,0.0,-1.2518468417160706,-1.2518468417160706
2025-07-14,2.25,-0.30628943030819605,-0.30628943030819605
2025-07-17,2.25,-0.30628943030819605,-0.30628943030819605
2025-07-21,1.5,-0.621475234110821,-0.621475234110821
2025-07-22,2.0,-0.411351364909071,-0.411351364909071
2025-07-23,2.0,-0.411351364909071,-0.411351364909071
2025-07-24,1.25,-0.7265371687116959,-0.7265371687116959
2025-07-27,0.0,-1.2518468417160706,-1.2518468417160706
2025-07-28,1.5,-0.621475234110821,-0.621475234110821
2025-07-29,1.25,-0.7265371687116959,-0.7265371687116959
2025-08-03,0.0,-1.2518468417160706,-1.2518468417160706
2025-08-04,2.75,-0.0961655611064461,-0.0961655611064461
2025-08-05,1.5,-0.621475234110821,-0.621475234110821
2025-08-06,1.75,-0.516413299509946,-0.516413299509946
2025-08-07,1.25,-0.7265371687116959,-0.7265371687116959
2025-08-10,0.0,-1.2518468417160706,-1.2518468417160706
2025-08-11,1.5,-0.621475234110821,-0.621475234110821
2025-08-13,2.0,-0.411351364909071,-0.411351364909071
2025-08-17,0.0,-1.2518468417160706,-1.2518468417160706
2025-08-18,2.25,-0.30628943030819605,-0.30628943030819605
2025-08-19,1.5,-0.621475234110821,-0.621475234110821
2025-08-20,1.5,-0.621475234110821,-0.621475234110821
2025-08-21,1.25,-0.7265371687116959,-0.7265371687116959
2025-08-24,0.0,-1.2518468417160706,-1.2518468417160706
2025-08-25,3.75,0.32408217729705374,0.32408217729705374
2025-08-26,1.0,-0.8315991033125708,-0.8315991033125708
2025-08-27,2.0,-0.411351364909071,-0.411351364909071
2025-08-31,0.75,-0.9366610379134458,-0.9366610379134458
2025-09-02,2.75,-0.0961655611064461,-0.0961655611064461
2025-09-03,1.5,-0.621475234110821,-0.621475234110821
2025-09-04,1.5,-0.621475234110821,-0.621475234110821
2025-09-07,0.0,-1.2518468417160706,-1.2518468417160706
2025-09-08,1.25,-0.7265371687116959,-0.7265371687116959
2025-09-14,0.0,-1.2518468417160706,-1.2518468417160706
2025-09-15,1.5,-0.621475234110821,-0.621475234110821
2025-09-16,1.75,-0.516413299509946,-0.516413299509946
2025-09-17,3.5,0.21902024269617879,0.21902024269617879
