Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2025-04-22,9.0,-0.06327933656652349,-0.06327933656652349
2025-04-23,18.5,2.0429525958666686,2.0429525958666686
2025-04-24,8.5,-0.17413364879984938,-0.17413364879984938
2025-04-25,9.0,-0.06327933656652349,-0.06327933656652349
2025-04-28,9.0,-0.06327933656652349,-0.06327933656652349
2025-04-29,8.0,-0.28498796103317525,-0.28498796103317525
2025-05-01,8.0,-0.28498796103317525,-0.28498796103317525
2025-05-05,7.0,-0.5066965854998271,-0.5066965854998271
2025-05-06,14.5,1.1561180980000614,1.1561180980000614
2025-05-07,7.0,-0.5066965854998271,-0.5066965854998271
2025-05-08,15.0,1.2669724102333872,1.2669724102333872
2025-05-09,4.0,-1.1718224588997825,-1.1718224588997825
2025-05-12,6.5,-0.617550897733153,-0.617550897733153
2025-05-14,7.0,-0.5066965854998271,-0.5066965854998271
2025-05-16,11.0,0.38013791236678013,0.38013791236678013
2025-05-19,14.0,1.0452637857667355,1.0452637857667355
2025-05-20,6.5,-0.617550897733153,-0.617550897733153
2025-05-21,20.5,2.486369844799972,2.486369844799972
2025-05-22,12.5,0.7127008490667578,0.7127008490667578
2025-05-23,8.0,-0.28498796103317525,-0.28498796103317525
2025-05-26,4.0,-1.1718224588997825,-1.1718224588997825
2025-05-27,11.0,0.38013791236678013,0.38013791236678013
2025-05-28,12.0,0.6018465368334319,0.6018465368334319
2025-06-02,17.5,1.8212439714000168,1.8212439714000168
2025-06-03,10.0,0.1584292879001283,0.1584292879001283
2025-06-04,10.5,0.2692836001334542,0.2692836001334542
2025-06-05,11.0,0.38013791236678013,0.38013791236678013
2025-06-09,9.5,0.04757497566680242,0.04757497566680242
2025-06-10,9.5,0.04757497566680242,0.04757497566680242
2025-06-13,16.0,1.4886810347000392,1.4886810347000392
2025-06-16,15.5,1.3778267224667131,1.3778267224667131
2025-06-17,15.5,1.3778267224667131,1.3778267224667131
2025-06-18,11.0,0.38013791236678013,0.38013791236678013
2025-06-19,3.0,-1.3935310833664343,-1.3935310833664343
2025-06-20,15.0,1.2669724102333872,1.2669724102333872
2025-06-23,8.0,-0.28498796103317525,-0.28498796103317525
2025-06-24,11.0,0.38013791236678013,0.38013791236678013
2025-06-25,8.5,-0.17413364879984938,-0.17413364879984938
2025-06-30,14.5,1.1561180980000614,1.1561180980000614
2025-07-01,8.0,-0.28498796103317525,-0.28498796103317525
2025-07-02,4.5,-1.0609681466664567,-1.0609681466664567
2025-07-04,6.5,-0.617550897733153,-0.617550897733153
2025-07-07,9.5,0.04757497566680242,0.04757497566680242
2025-07-08,4.5,-1.0609681466664567,-1.0609681466664567
2025-07-09,10.0,0.1584292879001283,0.1584292879001283
2025-07-10,6.0,-0.7284052099664788,-0.7284052099664788
2025-07-11,8.5,-0.17413364879984938,-0.17413364879984938
2025-07-14,7.5,-0.3958422732665012,-0.3958422732665012
2025-07-17,6.5,-0.617550897733153,-0.617550897733153
2025-07-18,6.5,-0.617550897733153,-0.617550897733153
2025-07-21,5.5,-0.8392595221998048,-0.8392595221998048
2025-07-22,6.5,-0.617550897733153,-0.617550897733153
2025-07-23,6.5,-0.617550897733153,-0.617550897733153
2025-07-24,8.0,-0.28498796103317525,-0.28498796103317525
2025-07-25,11.0,0.38013791236678013,0.38013791236678013
2025-07-28,6.0,-0.7284052099664788,-0.7284052099664788
2025-07-29,8.0,-0.28498796103317525,-0.28498796103317525
2025-08-04,8.5,-0.17413364879984938,-0.17413364879984938
2025-08-05,4.0,-1.1718224588997825,-1.1718224588997825
2025-08-06,7.5,-0.3958422732665012,-0.3958422732665012
2025-08-07,7.0,-0.5066965854998271,-0.5066965854998271
2025-08-08,3.0,-1.3935310833664343,-1.3935310833664343
2025-08-11,4.5,-1.0609681466664567,-1.0609681466664567
2025-08-13,3.5,-1.2826767711331084,-1.2826767711331084
2025-08-15,9.0,-0.06327933656652349,-0.06327933656652349
2025-08-18,6.5,-0.617550897733153,-0.617550897733153
2025-08-19,4.5,-1.0609681466664567,-1.0609681466664567
2025-08-20,4.0,-1.1718224588997825,-1.1718224588997825
2025-08-21,6.0,-0.7284052099664788,-0.7284052099664788
2025-08-22,9.5,0.04757497566680242,0.04757497566680242
2025-08-25,7.0,-0.5066965854998271,-0.5066965854998271
2025-08-26,9.0,-0.06327933656652349,-0.06327933656652349
2025-08-27,12.0,0.6018465368334319,0.6018465368334319
2025-09-02,7.5,-0.3958422732665012,-0.3958422732665012
2025-09-03,13.0,0.8235551613000837,0.8235551613000837
2025-09-04,9.0,-0.06327933656652349,-0.06327933656652349
2025-09-08,8.0,-0.28498796103317525,-0.28498796103317525
2025-09-12,7.0,-0.5066965854998271,-0.5066965854998271
2025-09-15,5.5,-0.8392595221998048,-0.8392595221998048
2025-09-16,6.0,-0.7284052099664788,-0.7284052099664788
2025-09-17,14.0,1.0452637857667355,1.0452637857667355
2025-09-18,7.5,-0.3958422732665012,-0.3958422732665012
2025-09-19,7.5,-0.3958422732665012,-0.3958422732665012
2025-09-22,4.5,-1.0609681466664567,-1.0609681466664567
2025-09-23,9.0,-0.06327933656652349,-0.06327933656652349
2025-09-24,6.5,-0.617550897733153,-0.617550897733153
2025-09-29,3.5,-1.2826767711331084,-1.2826767711331084
2025-09-30,11.5,0.490992224600106,0.490992224600106
2025-10-01,7.0,-0.5066965854998271,-0.5066965854998271
2025-10-02,5.5,-0.8392595221998048,-0.8392595221998048
2025-10-06,8.0,-0.28498796103317525,-0.28498796103317525
2025-10-07,3.5,-1.2826767711331084,-1.2826767711331084
2025-10-08,3.0,-1.3935310833664343,-1.3935310833664343
2025-10-09,4.5,-1.0609681466664567,-1.0609681466664567
2025-10-10,13.5,0.9344094735334096,0.9344094735334096
2025-10-13,10.0,0.1584292879001283,0.1584292879001283
2025-10-14,5.0,-0.9501138344331307,-0.9501138344331307
2025-10-17,6.5,-0.617550897733153,-0.617550897733153
2025-10-20,4.0,-1.1718224588997825,-1.1718224588997825
2025-10-21,4.0,-1.1718224588997825,-1.1718224588997825
2025-10-22,5.5,-0.8392595221998048,-0.8392595221998048
2025-10-23,7.0,-0.5066965854998271,-0.5066965854998271
2025-10-27,8.5,-0.17413364879984938,-0.17413364879984938
2025-10-28,4.5,-1.0609681466664567,-1.0609681466664567
2025-10-29,12.0,0.6018465368334319,0.6018465368334319
2025-11-03,3.5,-1.2826767711331084,-1.2826767711331084
2025-11-04,3.0,-1.3935310833664343,-1.3935310833664343
2025-11-05,7.0,-0.5066965854998271,-0.5066965854998271
2025-11-06,4.0,-1.1718224588997825,-1.1718224588997825
2025-11-10,4.0,-1.1718224588997825,-1.1718224588997825
2025-11-11,4.5,-1.0609681466664567,-1.0609681466664567
2025-11-12,2.5,-1.5043853955997601,-1.5043853955997601
2025-11-17,5.0,-0.9501138344331307,-0.9501138344331307
2025-11-18,8.0,-0.28498796103317525,-0.28498796103317525
2025-11-19,7.5,-0.3958422732665012,-0.3958422732665012
2025-11-21,7.5,-0.3958422732665012,-0.3958422732665012
2025-11-24,5.5,-0.8392595221998048,-0.8392595221998048
2025-11-28,14.0,1.0452637857667355,1.0452637857667355
2025-12-01,11.5,0.490992224600106,0.490992224600106
2025-12-02,14.0,1.0452637857667355,1.0452637857667355
2025-12-03,15.0,1.2669724102333872,1.2669724102333872
2025-12-04,12.5,0.7127008490667578,0.7127008490667578
2025-12-08,6.5,-0.617550897733153,-0.617550897733153
2025-12-09,5.0,-0.9501138344331307,-0.9501138344331307
2025-12-10,9.5,0.04757497566680242,0.04757497566680242
2025-12-12,12.5,0.7127008490667578,0.7127008490667578
2025-12-15,11.5,0.490992224600106,0.490992224600106
2025-12-17,6.0,-0.7284052099664788,-0.7284052099664788
2025-12-19,6.0,-0.7284052099664788,-0.7284052099664788
2025-12-22,3.5,-1.2826767711331084,-1.2826767711331084
2025-12-24,1.5,-1.7260940200664119,-1.7260940200664119
2025-12-26,8.5,-0.17413364879984938,-0.17413364879984938
2025-12-29,4.5,-1.0609681466664567,-1.0609681466664567
2025-12-30,6.0,-0.7284052099664788,-0.7284052099664788
2025-12-31,10.0,0.1584292879001283,0.1584292879001283
