Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:1m, Symbol:ZT)",ZScore wrt All Days,ZScore wrt Given Days
2025-03-26,0.8125,-0.07397537883558421,-0.07397537883558421
2025-03-30,1.625,0.6465919776396055,0.6465919776396055
2025-03-31,0.4375,-0.4065449279779795,-0.4065449279779795
2025-04-01,0.875,-0.018547120645185,-0.018547120645185
2025-04-02,2.5625,1.4780158504955938,1.4780158504955938
2025-04-03,2.625,1.5334441086859931,1.5334441086859931
2025-04-06,7.8125,6.133989538489127,6.133989538489127
2025-04-07,2.8125,1.6997288832571906,1.6997288832571906
2025-04-08,3.6875,2.4757244979227795,2.4757244979227795
2025-04-09,2.5625,1.4780158504955938,1.4780158504955938
2025-04-13,2.8125,1.6997288832571906,1.6997288832571906
2025-04-14,0.875,-0.018547120645185,-0.018547120645185
2025-04-15,1.375,0.4248789448780087,0.4248789448780087
2025-04-16,1.5,0.5357354612588071,0.5357354612588071
2025-04-20,1.625,0.6465919776396055,0.6465919776396055
2025-04-21,0.8125,-0.07397537883558421,-0.07397537883558421
2025-04-22,1.5625,0.5911637194492063,0.5911637194492063
2025-04-23,1.0625,0.14773765392601262,0.14773765392601262
2025-04-24,0.875,-0.018547120645185,-0.018547120645185
2025-04-27,0.625,-0.24026015340678183,-0.24026015340678183
2025-04-28,0.625,-0.24026015340678183,-0.24026015340678183
2025-04-29,0.8125,-0.07397537883558421,-0.07397537883558421
2025-05-01,1.25,0.3140224284972103,0.3140224284972103
2025-05-04,0.8125,-0.07397537883558421,-0.07397537883558421
2025-05-05,0.5,-0.35111666978758027,-0.35111666978758027
2025-05-06,1.25,0.3140224284972103,0.3140224284972103
2025-05-07,0.875,-0.018547120645185,-0.018547120645185
2025-05-08,0.4375,-0.4065449279779795,-0.4065449279779795
2025-05-11,0.75,-0.12940363702598343,-0.12940363702598343
2025-05-12,0.9375,0.036881137545214215,0.036881137545214215
2025-05-14,0.3125,-0.5174014443587779,-0.5174014443587779
2025-05-18,1.625,0.6465919776396055,0.6465919776396055
2025-05-19,0.625,-0.24026015340678183,-0.24026015340678183
2025-05-20,1.0,0.09230939573561342,0.09230939573561342
2025-05-21,0.625,-0.24026015340678183,-0.24026015340678183
2025-05-22,0.5625,-0.29568841159718107,-0.29568841159718107
2025-05-25,1.0625,0.14773765392601262,0.14773765392601262
2025-05-26,0.5625,-0.29568841159718107,-0.29568841159718107
2025-05-27,0.5,-0.35111666978758027,-0.35111666978758027
2025-05-28,6.3125,4.803711341919546,4.803711341919546
2025-06-01,0.6875,-0.18483189521638263,-0.18483189521638263
2025-06-02,0.375,-0.4619731861683787,-0.4619731861683787
2025-06-03,0.375,-0.4619731861683787,-0.4619731861683787
2025-06-04,0.5625,-0.29568841159718107,-0.29568841159718107
2025-06-05,0.3125,-0.5174014443587779,-0.5174014443587779
2025-06-08,3.625,2.4202962397323806,2.4202962397323806
2025-06-09,0.625,-0.24026015340678183,-0.24026015340678183
2025-06-10,0.625,-0.24026015340678183,-0.24026015340678183
2025-06-15,1.25,0.3140224284972103,0.3140224284972103
2025-06-16,1.1875,0.25859417030681103,0.25859417030681103
2025-06-17,0.6875,-0.18483189521638263,-0.18483189521638263
2025-06-18,0.6875,-0.18483189521638263,-0.18483189521638263
2025-06-19,0.5,-0.35111666978758027,-0.35111666978758027
2025-06-22,1.3125,0.3694506866876095,0.3694506866876095
2025-06-23,0.8125,-0.07397537883558421,-0.07397537883558421
2025-06-24,0.375,-0.4619731861683787,-0.4619731861683787
2025-06-25,0.75,-0.12940363702598343,-0.12940363702598343
2025-06-29,0.5,-0.35111666978758027,-0.35111666978758027
2025-06-30,0.3125,-0.5174014443587779,-0.5174014443587779
2025-07-01,0.4375,-0.4065449279779795,-0.4065449279779795
2025-07-02,0.75,-0.12940363702598343,-0.12940363702598343
2025-07-06,0.6875,-0.18483189521638263,-0.18483189521638263
2025-07-07,0.375,-0.4619731861683787,-0.4619731861683787
2025-07-08,0.4375,-0.4065449279779795,-0.4065449279779795
2025-07-09,0.5625,-0.29568841159718107,-0.29568841159718107
2025-07-10,0.5625,-0.29568841159718107,-0.29568841159718107
2025-07-13,0.0,-0.794542735310774,-0.794542735310774
2025-07-14,0.5625,-0.29568841159718107,-0.29568841159718107
2025-07-21,0.3125,-0.5174014443587779,-0.5174014443587779
2025-07-22,0.4375,-0.4065449279779795,-0.4065449279779795
2025-07-23,0.4375,-0.4065449279779795,-0.4065449279779795
2025-07-24,0.3125,-0.5174014443587779,-0.5174014443587779
2025-07-27,0.0,-0.794542735310774,-0.794542735310774
2025-07-28,0.375,-0.4619731861683787,-0.4619731861683787
2025-07-29,0.375,-0.4619731861683787,-0.4619731861683787
2025-08-03,0.0,-0.794542735310774,-0.794542735310774
2025-08-04,1.3125,0.3694506866876095,0.3694506866876095
2025-08-05,0.25,-0.5728297025491771,-0.5728297025491771
2025-08-06,0.5625,-0.29568841159718107,-0.29568841159718107
2025-08-07,0.625,-0.24026015340678183,-0.24026015340678183
2025-08-10,0.0,-0.794542735310774,-0.794542735310774
2025-08-11,0.3125,-0.5174014443587779,-0.5174014443587779
2025-08-13,0.375,-0.4619731861683787,-0.4619731861683787
2025-08-17,0.0,-0.794542735310774,-0.794542735310774
2025-08-18,0.5625,-0.29568841159718107,-0.29568841159718107
2025-08-19,0.5625,-0.29568841159718107,-0.29568841159718107
2025-08-20,0.3125,-0.5174014443587779,-0.5174014443587779
2025-08-21,0.3125,-0.5174014443587779,-0.5174014443587779
2025-08-24,0.0,-0.794542735310774,-0.794542735310774
2025-08-25,1.25,0.3140224284972103,0.3140224284972103
2025-08-26,0.5625,-0.29568841159718107,-0.29568841159718107
2025-08-27,5.1875,3.8060026944923604,3.8060026944923604
2025-08-31,0.0,-0.794542735310774,-0.794542735310774
2025-09-02,4.625,3.307148370778768,3.307148370778768
2025-09-03,0.375,-0.4619731861683787,-0.4619731861683787
2025-09-04,0.375,-0.4619731861683787,-0.4619731861683787
2025-09-07,0.0,-0.794542735310774,-0.794542735310774
2025-09-08,0.4375,-0.4065449279779795,-0.4065449279779795
2025-09-14,0.0,-0.794542735310774,-0.794542735310774
2025-09-15,0.3125,-0.5174014443587779,-0.5174014443587779
2025-09-16,0.5,-0.35111666978758027,-0.35111666978758027
2025-09-17,0.8125,-0.07397537883558421,-0.07397537883558421
2025-09-18,0.375,-0.4619731861683787,-0.4619731861683787
2025-09-21,0.0,-0.794542735310774,-0.794542735310774
2025-09-22,0.375,-0.4619731861683787,-0.4619731861683787
2025-09-23,0.4375,-0.4065449279779795,-0.4065449279779795
2025-09-24,0.375,-0.4619731861683787,-0.4619731861683787
2025-09-28,0.25,-0.5728297025491771,-0.5728297025491771
2025-09-29,0.1875,-0.6282579607395763,-0.6282579607395763
2025-09-30,0.375,-0.4619731861683787,-0.4619731861683787
2025-10-01,0.5,-0.35111666978758027,-0.35111666978758027
2025-10-02,0.4375,-0.4065449279779795,-0.4065449279779795
2025-10-05,0.0,-0.794542735310774,-0.794542735310774
2025-10-06,0.25,-0.5728297025491771,-0.5728297025491771
2025-10-07,0.375,-0.4619731861683787,-0.4619731861683787
2025-10-08,0.1875,-0.6282579607395763,-0.6282579607395763
2025-10-09,0.25,-0.5728297025491771,-0.5728297025491771
2025-10-12,0.0,-0.794542735310774,-0.794542735310774
2025-10-13,0.6875,-0.18483189521638263,-0.18483189521638263
2025-10-14,0.75,-0.12940363702598343,-0.12940363702598343
2025-10-19,0.0,-0.794542735310774,-0.794542735310774
2025-10-20,0.4375,-0.4065449279779795,-0.4065449279779795
2025-10-21,0.3125,-0.5174014443587779,-0.5174014443587779
2025-10-22,0.4375,-0.4065449279779795,-0.4065449279779795
2025-10-23,0.25,-0.5728297025491771,-0.5728297025491771
2025-10-26,0.0,-0.794542735310774,-0.794542735310774
2025-10-27,0.3125,-0.5174014443587779,-0.5174014443587779
2025-10-28,0.25,-0.5728297025491771,-0.5728297025491771
2025-10-29,0.5,-0.35111666978758027,-0.35111666978758027
2025-11-02,0.5,-0.35111666978758027,-0.35111666978758027
2025-11-03,0.3125,-0.5174014443587779,-0.5174014443587779
2025-11-04,0.9375,0.036881137545214215,0.036881137545214215
2025-11-05,0.5625,-0.29568841159718107,-0.29568841159718107
2025-11-06,0.375,-0.4619731861683787,-0.4619731861683787
2025-11-09,1.25,0.3140224284972103,0.3140224284972103
2025-11-10,0.25,-0.5728297025491771,-0.5728297025491771
2025-11-11,0.3125,-0.5174014443587779,-0.5174014443587779
2025-11-12,0.375,-0.4619731861683787,-0.4619731861683787
2025-11-16,0.3125,-0.5174014443587779,-0.5174014443587779
2025-11-17,1.25,0.3140224284972103,0.3140224284972103
2025-11-18,0.25,-0.5728297025491771,-0.5728297025491771
2025-11-19,0.5,-0.35111666978758027,-0.35111666978758027
2025-11-23,0.375,-0.4619731861683787,-0.4619731861683787
2025-11-24,0.5,-0.35111666978758027,-0.35111666978758027
2025-11-30,3.3125,2.1431549487803845,2.1431549487803845
2025-12-01,2.9375,1.810585399637989,1.810585399637989
2025-12-02,2.6875,1.5888723668763922,1.5888723668763922
2025-12-03,3.0625,1.9214419160187874,1.9214419160187874
2025-12-04,0.3125,-0.5174014443587779,-0.5174014443587779
2025-12-07,2.0,0.9791615267820009,0.9791615267820009
2025-12-08,0.375,-0.4619731861683787,-0.4619731861683787
2025-12-09,0.5,-0.35111666978758027,-0.35111666978758027
2025-12-10,0.6875,-0.18483189521638263,-0.18483189521638263
2025-12-14,0.5625,-0.29568841159718107,-0.29568841159718107
2025-12-15,0.3125,-0.5174014443587779,-0.5174014443587779
2025-12-17,0.5,-0.35111666978758027,-0.35111666978758027
2025-12-21,0.25,-0.5728297025491771,-0.5728297025491771
2025-12-22,0.1875,-0.6282579607395763,-0.6282579607395763
2025-12-28,0.3125,-0.5174014443587779,-0.5174014443587779
2025-12-29,0.25,-0.5728297025491771,-0.5728297025491771
2025-12-30,0.25,-0.5728297025491771,-0.5728297025491771
