Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZF)",ZScore wrt All Days,ZScore wrt Given Days
2025-05-20,1.5,-0.8012631289802135,-0.8012631289802135
2025-05-21,1.75,-0.6373448194693714,-0.6373448194693714
2025-05-22,2.875,0.10028757332941823,0.10028757332941823
2025-05-23,6.625,2.5590622159920504,2.5590622159920504
2025-05-26,1.25,-0.9651814384910556,-0.9651814384910556
2025-05-27,1.625,-0.7193039742247924,-0.7193039742247924
2025-05-28,4.75,1.3296748946607342,1.3296748946607342
2025-06-02,3.0,0.1822467280848393,0.1822467280848393
2025-06-03,3.5,0.5100833471065236,0.5100833471065236
2025-06-04,4.5,1.165756585149892,1.165756585149892
2025-06-05,4.375,1.083797430394471,1.083797430394471
2025-06-09,1.875,-0.5553856647139503,-0.5553856647139503
2025-06-10,1.125,-1.0471405932464768,-1.0471405932464768
2025-06-13,3.625,0.5920425018619446,0.5920425018619446
2025-06-16,2.75,0.018328418573997165,0.018328418573997165
2025-06-17,2.875,0.10028757332941823,0.10028757332941823
2025-06-18,1.875,-0.5553856647139503,-0.5553856647139503
2025-06-19,3.0,0.1822467280848393,0.1822467280848393
2025-06-20,2.25,-0.3095082004476871,-0.3095082004476871
2025-06-23,4.125,0.9198791208836289,0.9198791208836289
2025-06-24,2.25,-0.3095082004476871,-0.3095082004476871
2025-06-25,2.875,0.10028757332941823,0.10028757332941823
2025-06-30,1.75,-0.6373448194693714,-0.6373448194693714
2025-07-01,3.0,0.1822467280848393,0.1822467280848393
2025-07-02,1.75,-0.6373448194693714,-0.6373448194693714
2025-07-04,0.875,-1.2110589027573189,-1.2110589027573189
2025-07-07,1.5,-0.8012631289802135,-0.8012631289802135
2025-07-08,1.875,-0.5553856647139503,-0.5553856647139503
2025-07-09,3.375,0.4281241923511025,0.4281241923511025
2025-07-10,1.875,-0.5553856647139503,-0.5553856647139503
2025-07-11,1.625,-0.7193039742247924,-0.7193039742247924
2025-07-14,2.375,-0.22754904569226603,-0.22754904569226603
2025-07-17,2.75,0.018328418573997165,0.018328418573997165
2025-07-18,2.125,-0.39146735520310816,-0.39146735520310816
2025-07-21,1.5,-0.8012631289802135,-0.8012631289802135
2025-07-22,3.75,0.6740016566173657,0.6740016566173657
2025-07-23,1.875,-0.5553856647139503,-0.5553856647139503
2025-07-24,3.0,0.1822467280848393,0.1822467280848393
2025-07-25,1.625,-0.7193039742247924,-0.7193039742247924
2025-07-28,1.625,-0.7193039742247924,-0.7193039742247924
2025-07-29,1.625,-0.7193039742247924,-0.7193039742247924
2025-08-04,2.625,-0.0636307361814239,-0.0636307361814239
2025-08-05,1.375,-0.8832222837356346,-0.8832222837356346
2025-08-06,1.5,-0.8012631289802135,-0.8012631289802135
2025-08-07,1.875,-0.5553856647139503,-0.5553856647139503
2025-08-08,2.25,-0.3095082004476871,-0.3095082004476871
2025-08-11,1.75,-0.6373448194693714,-0.6373448194693714
2025-08-13,1.875,-0.5553856647139503,-0.5553856647139503
2025-08-15,1.25,-0.9651814384910556,-0.9651814384910556
2025-08-18,2.0,-0.47342650995852925,-0.47342650995852925
2025-08-19,1.625,-0.7193039742247924,-0.7193039742247924
2025-08-20,1.625,-0.7193039742247924,-0.7193039742247924
2025-08-21,2.0,-0.47342650995852925,-0.47342650995852925
2025-08-22,1.875,-0.5553856647139503,-0.5553856647139503
2025-08-25,1.75,-0.6373448194693714,-0.6373448194693714
2025-08-26,1.75,-0.6373448194693714,-0.6373448194693714
2025-08-27,4.125,0.9198791208836289,0.9198791208836289
2025-09-02,3.5,0.5100833471065236,0.5100833471065236
2025-09-03,3.5,0.5100833471065236,0.5100833471065236
2025-09-04,3.5,0.5100833471065236,0.5100833471065236
2025-09-08,2.125,-0.39146735520310816,-0.39146735520310816
2025-09-12,1.875,-0.5553856647139503,-0.5553856647139503
2025-09-15,2.875,0.10028757332941823,0.10028757332941823
2025-09-16,2.25,-0.3095082004476871,-0.3095082004476871
2025-09-17,1.625,-0.7193039742247924,-0.7193039742247924
2025-09-18,5.875,2.0673072874595237,2.0673072874595237
2025-09-19,2.375,-0.22754904569226603,-0.22754904569226603
2025-09-22,1.0,-1.1290997480018978,-1.1290997480018978
2025-09-23,0.875,-1.2110589027573189,-1.2110589027573189
2025-09-24,1.875,-0.5553856647139503,-0.5553856647139503
2025-09-29,1.625,-0.7193039742247924,-0.7193039742247924
2025-09-30,1.625,-0.7193039742247924,-0.7193039742247924
2025-10-01,4.25,1.00183827563905,1.00183827563905
2025-10-02,2.875,0.10028757332941823,0.10028757332941823
2025-10-06,1.375,-0.8832222837356346,-0.8832222837356346
2025-10-07,1.75,-0.6373448194693714,-0.6373448194693714
2025-10-08,0.75,-1.29301805751274,-1.29301805751274
2025-10-09,2.5,-0.14558989093684496,-0.14558989093684496
2025-10-10,1.625,-0.7193039742247924,-0.7193039742247924
2025-10-13,1.625,-0.7193039742247924,-0.7193039742247924
2025-10-14,3.25,0.34616503759568146,0.34616503759568146
2025-10-17,4.625,1.2477157399053131,1.2477157399053131
2025-10-20,1.875,-0.5553856647139503,-0.5553856647139503
2025-10-21,2.5,-0.14558989093684496,-0.14558989093684496
2025-10-22,2.5,-0.14558989093684496,-0.14558989093684496
2025-10-23,1.125,-1.0471405932464768,-1.0471405932464768
2025-10-27,2.0,-0.47342650995852925,-0.47342650995852925
2025-10-28,2.75,0.018328418573997165,0.018328418573997165
2025-10-29,1.25,-0.9651814384910556,-0.9651814384910556
2025-11-03,2.0,-0.47342650995852925,-0.47342650995852925
2025-11-04,0.875,-1.2110589027573189,-1.2110589027573189
2025-11-05,2.875,0.10028757332941823,0.10028757332941823
2025-11-06,3.375,0.4281241923511025,0.4281241923511025
2025-11-10,2.625,-0.0636307361814239,-0.0636307361814239
2025-11-11,3.25,0.34616503759568146,0.34616503759568146
2025-11-12,1.875,-0.5553856647139503,-0.5553856647139503
2025-11-17,1.75,-0.6373448194693714,-0.6373448194693714
2025-11-18,1.625,-0.7193039742247924,-0.7193039742247924
2025-11-19,1.75,-0.6373448194693714,-0.6373448194693714
2025-11-24,1.75,-0.6373448194693714,-0.6373448194693714
2025-12-01,4.75,1.3296748946607342,1.3296748946607342
2025-12-02,2.125,-0.39146735520310816,-0.39146735520310816
2025-12-03,1.75,-0.6373448194693714,-0.6373448194693714
2025-12-04,2.875,0.10028757332941823,0.10028757332941823
2025-12-08,2.75,0.018328418573997165,0.018328418573997165
2025-12-09,2.125,-0.39146735520310816,-0.39146735520310816
2025-12-10,2.125,-0.39146735520310816,-0.39146735520310816
2025-12-12,1.625,-0.7193039742247924,-0.7193039742247924
2025-12-15,1.375,-0.8832222837356346,-0.8832222837356346
2025-12-17,1.625,-0.7193039742247924,-0.7193039742247924
2025-12-19,1.375,-0.8832222837356346,-0.8832222837356346
2025-12-22,0.875,-1.2110589027573189,-1.2110589027573189
2025-12-26,2.125,-0.39146735520310816,-0.39146735520310816
2025-12-29,1.5,-0.8012631289802135,-0.8012631289802135
2025-12-30,1.375,-0.8832222837356346,-0.8832222837356346
2025-12-31,3.375,0.4281241923511025,0.4281241923511025
