Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-01-21,2.25,-0.7664340106373096,-0.7664340106373096
2025-01-22,2.25,-0.7664340106373096,-0.7664340106373096
2025-01-23,2.5,-0.6457017895523889,-0.6457017895523889
2025-01-24,3.0,-0.40423734738254735,-0.40423734738254735
2025-01-27,3.5,-0.1627729052127058,-0.1627729052127058
2025-01-28,3.25,-0.2835051262976266,-0.2835051262976266
2025-01-29,6.0,1.044549305636502,1.044549305636502
2025-02-03,5.0,0.5616204212968189,0.5616204212968189
2025-02-04,3.0,-0.40423734738254735,-0.40423734738254735
2025-02-05,2.25,-0.7664340106373096,-0.7664340106373096
2025-02-06,4.25,0.19942375804205656,0.19942375804205656
2025-02-10,3.75,-0.04204068412778501,-0.04204068412778501
2025-02-11,2.0,-0.8871662317222305,-0.8871662317222305
2025-02-14,7.75,1.8896748532309475,1.8896748532309475
2025-02-17,1.25,-1.2493628949769928,-1.2493628949769928
2025-02-18,1.75,-1.0078984528071513,-1.0078984528071513
2025-02-19,2.75,-0.5249695684674681,-0.5249695684674681
2025-02-20,3.5,-0.1627729052127058,-0.1627729052127058
2025-02-21,2.5,-0.6457017895523889,-0.6457017895523889
2025-02-24,5.0,0.5616204212968189,0.5616204212968189
2025-02-25,5.0,0.5616204212968189,0.5616204212968189
2025-02-26,4.0,0.07869153695713578,0.07869153695713578
2025-03-03,3.5,-0.1627729052127058,-0.1627729052127058
2025-03-04,4.5,0.32015597912697735,0.32015597912697735
2025-03-05,6.0,1.044549305636502,1.044549305636502
2025-03-06,6.5,1.2860137478063436,1.2860137478063436
2025-03-10,4.0,0.07869153695713578,0.07869153695713578
2025-03-11,3.75,-0.04204068412778501,-0.04204068412778501
2025-03-14,3.25,-0.2835051262976266,-0.2835051262976266
2025-03-17,3.5,-0.1627729052127058,-0.1627729052127058
2025-03-18,3.75,-0.04204068412778501,-0.04204068412778501
2025-03-19,4.5,0.32015597912697735,0.32015597912697735
2025-03-20,4.25,0.19942375804205656,0.19942375804205656
2025-03-21,2.5,-0.6457017895523889,-0.6457017895523889
2025-03-24,2.0,-0.8871662317222305,-0.8871662317222305
2025-03-25,4.25,0.19942375804205656,0.19942375804205656
2025-03-26,2.5,-0.6457017895523889,-0.6457017895523889
2025-03-31,4.0,0.07869153695713578,0.07869153695713578
2025-04-01,5.0,0.5616204212968189,0.5616204212968189
2025-04-02,4.25,0.19942375804205656,0.19942375804205656
2025-04-03,10.5,3.2177292851650763,3.2177292851650763
2025-04-04,11.75,3.82139039058968,3.82139039058968
2025-04-07,10.75,3.338461506249997,3.338461506249997
2025-04-08,13.25,4.545783717099205,4.545783717099205
2025-04-09,13.75,4.787248159269047,4.787248159269047
2025-04-14,6.5,1.2860137478063436,1.2860137478063436
2025-04-15,6.75,1.4067459688912645,1.4067459688912645
2025-04-16,2.75,-0.5249695684674681,-0.5249695684674681
2025-04-17,4.25,0.19942375804205656,0.19942375804205656
2025-04-21,6.25,1.1652815267214227,1.1652815267214227
2025-04-22,3.5,-0.1627729052127058,-0.1627729052127058
2025-04-23,3.5,-0.1627729052127058,-0.1627729052127058
2025-04-24,5.0,0.5616204212968189,0.5616204212968189
2025-04-25,2.75,-0.5249695684674681,-0.5249695684674681
2025-04-28,3.25,-0.2835051262976266,-0.2835051262976266
2025-04-29,4.5,0.32015597912697735,0.32015597912697735
2025-05-01,3.75,-0.04204068412778501,-0.04204068412778501
2025-05-05,4.5,0.32015597912697735,0.32015597912697735
2025-05-06,3.25,-0.2835051262976266,-0.2835051262976266
2025-05-07,4.75,0.4408882002118981,0.4408882002118981
2025-05-08,4.25,0.19942375804205656,0.19942375804205656
2025-05-09,2.0,-0.8871662317222305,-0.8871662317222305
2025-05-12,4.25,0.19942375804205656,0.19942375804205656
2025-05-14,4.5,0.32015597912697735,0.32015597912697735
2025-05-16,2.75,-0.5249695684674681,-0.5249695684674681
2025-05-19,5.25,0.6823526423817396,0.6823526423817396
2025-05-20,3.0,-0.40423734738254735,-0.40423734738254735
2025-05-21,2.25,-0.7664340106373096,-0.7664340106373096
2025-05-22,4.75,0.4408882002118981,0.4408882002118981
2025-05-23,9.75,2.855532621910314,2.855532621910314
2025-05-26,2.5,-0.6457017895523889,-0.6457017895523889
2025-05-27,2.5,-0.6457017895523889,-0.6457017895523889
2025-05-28,5.5,0.8030848634666604,0.8030848634666604
2025-06-02,2.25,-0.7664340106373096,-0.7664340106373096
2025-06-03,3.25,-0.2835051262976266,-0.2835051262976266
2025-06-04,1.75,-1.0078984528071513,-1.0078984528071513
2025-06-05,6.5,1.2860137478063436,1.2860137478063436
2025-06-09,3.0,-0.40423734738254735,-0.40423734738254735
2025-06-10,2.0,-0.8871662317222305,-0.8871662317222305
2025-06-13,6.0,1.044549305636502,1.044549305636502
2025-06-16,4.75,0.4408882002118981,0.4408882002118981
2025-06-17,4.25,0.19942375804205656,0.19942375804205656
2025-06-18,3.25,-0.2835051262976266,-0.2835051262976266
2025-06-19,4.75,0.4408882002118981,0.4408882002118981
2025-06-20,3.75,-0.04204068412778501,-0.04204068412778501
2025-06-23,6.75,1.4067459688912645,1.4067459688912645
2025-06-24,3.5,-0.1627729052127058,-0.1627729052127058
2025-06-25,4.75,0.4408882002118981,0.4408882002118981
2025-06-30,2.75,-0.5249695684674681,-0.5249695684674681
2025-07-01,4.5,0.32015597912697735,0.32015597912697735
2025-07-02,2.25,-0.7664340106373096,-0.7664340106373096
2025-07-04,1.5,-1.128630673892072,-1.128630673892072
2025-07-07,2.75,-0.5249695684674681,-0.5249695684674681
2025-07-08,3.0,-0.40423734738254735,-0.40423734738254735
2025-07-09,5.25,0.6823526423817396,0.6823526423817396
2025-07-10,2.75,-0.5249695684674681,-0.5249695684674681
2025-07-11,2.75,-0.5249695684674681,-0.5249695684674681
2025-07-14,4.25,0.19942375804205656,0.19942375804205656
2025-07-17,4.0,0.07869153695713578,0.07869153695713578
2025-07-18,3.0,-0.40423734738254735,-0.40423734738254735
2025-07-21,2.5,-0.6457017895523889,-0.6457017895523889
2025-07-22,5.75,0.9238170845515813,0.9238170845515813
2025-07-23,3.0,-0.40423734738254735,-0.40423734738254735
2025-07-24,4.5,0.32015597912697735,0.32015597912697735
2025-07-25,2.5,-0.6457017895523889,-0.6457017895523889
2025-07-28,3.0,-0.40423734738254735,-0.40423734738254735
2025-07-29,2.75,-0.5249695684674681,-0.5249695684674681
2025-08-04,4.25,0.19942375804205656,0.19942375804205656
2025-08-05,2.0,-0.8871662317222305,-0.8871662317222305
2025-08-06,2.0,-0.8871662317222305,-0.8871662317222305
2025-08-07,3.0,-0.40423734738254735,-0.40423734738254735
2025-08-08,4.0,0.07869153695713578,0.07869153695713578
2025-08-11,2.75,-0.5249695684674681,-0.5249695684674681
2025-08-13,2.5,-0.6457017895523889,-0.6457017895523889
2025-08-15,1.25,-1.2493628949769928,-1.2493628949769928
2025-08-18,3.75,-0.04204068412778501,-0.04204068412778501
2025-08-19,2.75,-0.5249695684674681,-0.5249695684674681
2025-08-20,2.75,-0.5249695684674681,-0.5249695684674681
2025-08-21,3.25,-0.2835051262976266,-0.2835051262976266
2025-08-22,3.5,-0.1627729052127058,-0.1627729052127058
2025-08-25,2.5,-0.6457017895523889,-0.6457017895523889
2025-08-26,2.75,-0.5249695684674681,-0.5249695684674681
2025-08-27,2.75,-0.5249695684674681,-0.5249695684674681
2025-09-02,2.75,-0.5249695684674681,-0.5249695684674681
2025-09-03,2.5,-0.6457017895523889,-0.6457017895523889
2025-09-04,2.5,-0.6457017895523889,-0.6457017895523889
2025-09-08,3.75,-0.04204068412778501,-0.04204068412778501
2025-09-12,3.75,-0.04204068412778501,-0.04204068412778501
2025-09-15,5.0,0.5616204212968189,0.5616204212968189
2025-09-16,2.75,-0.5249695684674681,-0.5249695684674681
2025-09-17,2.5,-0.6457017895523889,-0.6457017895523889
2025-09-18,10.0,2.976264842995235,2.976264842995235
2025-09-19,3.75,-0.04204068412778501,-0.04204068412778501
2025-09-22,1.75,-1.0078984528071513,-1.0078984528071513
2025-09-23,1.75,-1.0078984528071513,-1.0078984528071513
2025-09-24,3.25,-0.2835051262976266,-0.2835051262976266
2025-09-29,2.75,-0.5249695684674681,-0.5249695684674681
2025-09-30,3.0,-0.40423734738254735,-0.40423734738254735
2025-10-01,6.25,1.1652815267214227,1.1652815267214227
2025-10-02,4.25,0.19942375804205656,0.19942375804205656
2025-10-06,2.25,-0.7664340106373096,-0.7664340106373096
2025-10-07,3.25,-0.2835051262976266,-0.2835051262976266
2025-10-08,1.25,-1.2493628949769928,-1.2493628949769928
2025-10-09,4.5,0.32015597912697735,0.32015597912697735
2025-10-10,2.5,-0.6457017895523889,-0.6457017895523889
2025-10-13,2.25,-0.7664340106373096,-0.7664340106373096
2025-10-14,5.25,0.6823526423817396,0.6823526423817396
2025-10-17,6.5,1.2860137478063436,1.2860137478063436
2025-10-20,3.25,-0.2835051262976266,-0.2835051262976266
2025-10-21,4.25,0.19942375804205656,0.19942375804205656
2025-10-22,4.5,0.32015597912697735,0.32015597912697735
2025-10-23,2.25,-0.7664340106373096,-0.7664340106373096
2025-10-27,3.0,-0.40423734738254735,-0.40423734738254735
2025-10-28,4.25,0.19942375804205656,0.19942375804205656
2025-10-29,1.75,-1.0078984528071513,-1.0078984528071513
2025-11-03,3.25,-0.2835051262976266,-0.2835051262976266
2025-11-04,1.5,-1.128630673892072,-1.128630673892072
2025-11-05,4.75,0.4408882002118981,0.4408882002118981
2025-11-06,5.0,0.5616204212968189,0.5616204212968189
2025-11-10,4.5,0.32015597912697735,0.32015597912697735
2025-11-11,5.25,0.6823526423817396,0.6823526423817396
2025-11-12,2.75,-0.5249695684674681,-0.5249695684674681
2025-11-17,3.0,-0.40423734738254735,-0.40423734738254735
2025-11-18,1.25,-1.2493628949769928,-1.2493628949769928
2025-11-19,2.75,-0.5249695684674681,-0.5249695684674681
2025-11-24,2.75,-0.5249695684674681,-0.5249695684674681
2025-12-01,7.25,1.648210411061106,1.648210411061106
2025-12-02,3.5,-0.1627729052127058,-0.1627729052127058
2025-12-03,3.25,-0.2835051262976266,-0.2835051262976266
2025-12-04,5.0,0.5616204212968189,0.5616204212968189
2025-12-08,6.0,1.044549305636502,1.044549305636502
2025-12-09,3.5,-0.1627729052127058,-0.1627729052127058
2025-12-10,3.5,-0.1627729052127058,-0.1627729052127058
2025-12-12,3.75,-0.04204068412778501,-0.04204068412778501
2025-12-15,2.5,-0.6457017895523889,-0.6457017895523889
2025-12-17,1.25,-1.2493628949769928,-1.2493628949769928
2025-12-19,2.25,-0.7664340106373096,-0.7664340106373096
2025-12-22,1.5,-1.128630673892072,-1.128630673892072
2025-12-26,3.5,-0.1627729052127058,-0.1627729052127058
2025-12-29,2.25,-0.7664340106373096,-0.7664340106373096
2025-12-30,2.5,-0.6457017895523889,-0.6457017895523889
2025-12-31,5.75,0.9238170845515813,0.9238170845515813
