Date,"Volatility of Returns (Session:London 0-7 ET, Interval:1m, Symbol:ZT)",ZScore wrt All Days,ZScore wrt Given Days
2025-04-15,1.125,0.05265183464246715,0.05265183464246715
2025-04-16,1.375,0.2817728675112582,0.2817728675112582
2025-04-17,0.875,-0.17646919822632387,-0.17646919822632387
2025-04-21,1.1875,0.1099320928596649,0.1099320928596649
2025-04-22,1.4375,0.3390531257284559,0.3390531257284559
2025-04-23,0.75,-0.29102971466071936,-0.29102971466071936
2025-04-24,0.625,-0.4055902310951149,-0.4055902310951149
2025-04-25,1.0625,-0.004628423574730602,-0.004628423574730602
2025-04-28,0.875,-0.17646919822632387,-0.17646919822632387
2025-04-29,0.5625,-0.4628704893123126,-0.4628704893123126
2025-05-01,1.25,0.16721235107686266,0.16721235107686266
2025-05-05,0.5625,-0.4628704893123126,-0.4628704893123126
2025-05-06,1.3125,0.22449260929406042,0.22449260929406042
2025-05-07,0.875,-0.17646919822632387,-0.17646919822632387
2025-05-08,0.875,-0.17646919822632387,-0.17646919822632387
2025-05-09,0.5625,-0.4628704893123126,-0.4628704893123126
2025-05-12,3.1875,1.9429003558099933,1.9429003558099933
2025-05-14,0.5,-0.5201507475295104,-0.5201507475295104
2025-05-16,0.9375,-0.11918894000912611,-0.11918894000912611
2025-05-19,1.0625,-0.004628423574730602,-0.004628423574730602
2025-05-20,0.8125,-0.2337494564435216,-0.2337494564435216
2025-05-21,0.75,-0.29102971466071936,-0.29102971466071936
2025-05-22,0.625,-0.4055902310951149,-0.4055902310951149
2025-05-23,0.5,-0.5201507475295104,-0.5201507475295104
2025-05-26,0.5,-0.5201507475295104,-0.5201507475295104
2025-05-27,0.3125,-0.6919915221811036,-0.6919915221811036
2025-05-28,5.0,3.604027844108728,3.604027844108728
2025-06-02,5.5625,4.119550168063508,4.119550168063508
2025-06-03,0.75,-0.29102971466071936,-0.29102971466071936
2025-06-04,0.6875,-0.34830997287791715,-0.34830997287791715
2025-06-05,0.5,-0.5201507475295104,-0.5201507475295104
2025-06-09,0.375,-0.6347112639639059,-0.6347112639639059
2025-06-10,1.0,-0.061908681791928356,-0.061908681791928356
2025-06-13,2.0625,0.9118557079004335,0.9118557079004335
2025-06-16,1.125,0.05265183464246715,0.05265183464246715
2025-06-17,0.8125,-0.2337494564435216,-0.2337494564435216
2025-06-18,0.875,-0.17646919822632387,-0.17646919822632387
2025-06-19,0.375,-0.6347112639639059,-0.6347112639639059
2025-06-20,0.93896484375,-0.11784643395716053,-0.11784643395716053
2025-06-23,0.6875,-0.34830997287791715,-0.34830997287791715
2025-06-24,1.0,-0.061908681791928356,-0.061908681791928356
2025-06-25,0.625,-0.4055902310951149,-0.4055902310951149
2025-06-30,0.9375,-0.11918894000912611,-0.11918894000912611
2025-07-01,0.8125,-0.2337494564435216,-0.2337494564435216
2025-07-02,0.625,-0.4055902310951149,-0.4055902310951149
2025-07-04,0.75,-0.29102971466071936,-0.29102971466071936
2025-07-07,0.625,-0.4055902310951149,-0.4055902310951149
2025-07-08,0.8125,-0.2337494564435216,-0.2337494564435216
2025-07-09,0.5625,-0.4628704893123126,-0.4628704893123126
2025-07-10,0.5,-0.5201507475295104,-0.5201507475295104
2025-07-11,0.75,-0.29102971466071936,-0.29102971466071936
2025-07-14,0.4375,-0.5774310057467081,-0.5774310057467081
2025-07-17,0.5625,-0.4628704893123126,-0.4628704893123126
2025-07-18,0.4375,-0.5774310057467081,-0.5774310057467081
2025-07-21,1.0,-0.061908681791928356,-0.061908681791928356
2025-07-22,0.5625,-0.4628704893123126,-0.4628704893123126
2025-07-23,0.375,-0.6347112639639059,-0.6347112639639059
2025-07-24,0.375,-0.6347112639639059,-0.6347112639639059
2025-07-25,0.5625,-0.4628704893123126,-0.4628704893123126
2025-07-28,0.875,-0.17646919822632387,-0.17646919822632387
2025-07-29,0.5,-0.5201507475295104,-0.5201507475295104
2025-08-04,1.375,0.2817728675112582,0.2817728675112582
2025-08-05,0.5,-0.5201507475295104,-0.5201507475295104
2025-08-06,0.5,-0.5201507475295104,-0.5201507475295104
2025-08-07,0.4375,-0.5774310057467081,-0.5774310057467081
2025-08-08,0.3125,-0.6919915221811036,-0.6919915221811036
2025-08-11,0.5,-0.5201507475295104,-0.5201507475295104
2025-08-13,0.9439697265625,-0.1132595382796115,-0.1132595382796115
2025-08-15,0.5,-0.5201507475295104,-0.5201507475295104
2025-08-18,0.5,-0.5201507475295104,-0.5201507475295104
2025-08-19,0.5625,-0.4628704893123126,-0.4628704893123126
2025-08-20,0.5,-0.5201507475295104,-0.5201507475295104
2025-08-21,0.5,-0.5201507475295104,-0.5201507475295104
2025-08-22,0.625,-0.4055902310951149,-0.4055902310951149
2025-08-25,0.9375,-0.11918894000912611,-0.11918894000912611
2025-08-26,0.625,-0.4055902310951149,-0.4055902310951149
2025-08-27,5.0625,3.661308102325926,3.661308102325926
2025-09-02,5.0625,3.661308102325926,3.661308102325926
2025-09-03,4.5625,3.2030660365883437,3.2030660365883437
2025-09-04,0.6875,-0.34830997287791715,-0.34830997287791715
2025-09-08,0.9375,-0.11918894000912611,-0.11918894000912611
2025-09-12,0.6875,-0.34830997287791715,-0.34830997287791715
2025-09-15,0.75,-0.29102971466071936,-0.29102971466071936
2025-09-16,0.5,-0.5201507475295104,-0.5201507475295104
2025-09-17,0.5,-0.5201507475295104,-0.5201507475295104
2025-09-18,0.6875,-0.34830997287791715,-0.34830997287791715
2025-09-19,0.5625,-0.4628704893123126,-0.4628704893123126
2025-09-22,0.5625,-0.4628704893123126,-0.4628704893123126
2025-09-23,0.3125,-0.6919915221811036,-0.6919915221811036
2025-09-24,0.4375,-0.5774310057467081,-0.5774310057467081
2025-09-29,0.5,-0.5201507475295104,-0.5201507475295104
2025-09-30,0.5625,-0.4628704893123126,-0.4628704893123126
2025-10-01,0.625,-0.4055902310951149,-0.4055902310951149
2025-10-02,0.375,-0.6347112639639059,-0.6347112639639059
2025-10-06,0.5,-0.5201507475295104,-0.5201507475295104
2025-10-07,0.375,-0.6347112639639059,-0.6347112639639059
2025-10-08,0.3125,-0.6919915221811036,-0.6919915221811036
2025-10-09,0.4375,-0.5774310057467081,-0.5774310057467081
2025-10-10,0.3125,-0.6919915221811036,-0.6919915221811036
2025-10-13,0.5,-0.5201507475295104,-0.5201507475295104
2025-10-14,1.0625,-0.004628423574730602,-0.004628423574730602
2025-10-17,1.0,-0.061908681791928356,-0.061908681791928356
2025-10-20,0.5,-0.5201507475295104,-0.5201507475295104
2025-10-21,0.75,-0.29102971466071936,-0.29102971466071936
2025-10-22,0.5625,-0.4628704893123126,-0.4628704893123126
2025-10-23,0.9375,-0.11918894000912611,-0.11918894000912611
2025-10-27,0.4375,-0.5774310057467081,-0.5774310057467081
2025-10-28,0.375,-0.6347112639639059,-0.6347112639639059
2025-10-29,0.5,-0.5201507475295104,-0.5201507475295104
2025-11-03,0.4375,-0.5774310057467081,-0.5774310057467081
2025-11-04,1.1875,0.1099320928596649,0.1099320928596649
2025-11-05,0.5625,-0.4628704893123126,-0.4628704893123126
2025-11-06,0.875,-0.17646919822632387,-0.17646919822632387
2025-11-10,0.5,-0.5201507475295104,-0.5201507475295104
2025-11-11,0.1875,-0.8065520386154992,-0.8065520386154992
2025-11-12,0.5,-0.5201507475295104,-0.5201507475295104
2025-11-17,0.3125,-0.6919915221811036,-0.6919915221811036
2025-11-18,0.5,-0.5201507475295104,-0.5201507475295104
2025-11-19,0.375,-0.6347112639639059,-0.6347112639639059
2025-11-21,1.4375,0.3390531257284559,0.3390531257284559
2025-11-24,0.5,-0.5201507475295104,-0.5201507475295104
2025-12-01,3.125,1.8856200975927955,1.8856200975927955
2025-12-02,2.6875,1.484658290072411,1.484658290072411
2025-12-03,2.9375,1.713779322941202,1.713779322941202
2025-12-04,0.375,-0.6347112639639059,-0.6347112639639059
2025-12-08,0.6875,-0.34830997287791715,-0.34830997287791715
2025-12-09,0.625,-0.4055902310951149,-0.4055902310951149
2025-12-10,0.6875,-0.34830997287791715,-0.34830997287791715
2025-12-12,0.5,-0.5201507475295104,-0.5201507475295104
2025-12-15,0.3125,-0.6919915221811036,-0.6919915221811036
2025-12-17,0.5,-0.5201507475295104,-0.5201507475295104
2025-12-19,0.3125,-0.6919915221811036,-0.6919915221811036
2025-12-22,0.25,-0.7492717803983014,-0.7492717803983014
2025-12-26,0.5,-0.5201507475295104,-0.5201507475295104
2025-12-29,0.625,-0.4055902310951149,-0.4055902310951149
2025-12-30,0.1875,-0.8065520386154992,-0.8065520386154992
2025-12-31,0.375,-0.6347112639639059,-0.6347112639639059
