Date,"Volatility of Returns (Session:All day, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,7.75,0.13258682731791988,0.13258682731791988
2024-10-01,10.75,0.7866393174103765,0.7866393174103765
2024-10-02,9.0,0.4051086981897768,0.4051086981897768
2024-10-03,8.25,0.24159557566666265,0.24159557566666265
2024-10-06,3.25,-0.8484919078207651,-0.8484919078207651
2024-10-07,7.25,0.02357807896917711,0.02357807896917711
2024-10-08,6.75,-0.08543066937956567,-0.08543066937956567
2024-10-09,8.0,0.18709120149229128,0.18709120149229128
2024-10-13,1.5,-1.2300225270413647,-1.2300225270413647
2024-10-14,6.75,-0.08543066937956567,-0.08543066937956567
2024-10-15,7.0,-0.03092629520519428,-0.03092629520519428
2024-10-16,4.0,-0.6849787852976509,-0.6849787852976509
2024-10-17,7.25,0.02357807896917711,0.02357807896917711
2024-10-18,5.5,-0.3579525402514226,-0.3579525402514226
2024-10-20,2.0,-1.121013778692622,-1.121013778692622
2024-10-21,14.0,1.4951961816772046,1.4951961816772046
2024-10-22,7.0,-0.03092629520519428,-0.03092629520519428
2024-10-23,4.75,-0.5214656627745368,-0.5214656627745368
2024-10-24,5.0,-0.4669612886001654,-0.4669612886001654
2024-10-25,8.25,0.24159557566666265,0.24159557566666265
2024-10-27,6.0,-0.24894379190267982,-0.24894379190267982
2024-10-28,7.5,0.07808245314354849,0.07808245314354849
2024-10-29,10.75,0.7866393174103765,0.7866393174103765
2024-11-03,3.75,-0.7394831594720224,-0.7394831594720224
2024-11-04,6.75,-0.08543066937956567,-0.08543066937956567
2024-11-05,23.25,3.5118580261289454,3.5118580261289454
2024-11-06,10.75,0.7866393174103765,0.7866393174103765
2024-11-07,15.5,1.8222224267234328,1.8222224267234328
2024-11-08,7.0,-0.03092629520519428,-0.03092629520519428
2024-11-10,3.75,-0.7394831594720224,-0.7394831594720224
2024-11-11,6.25,-0.19443941772830844,-0.19443941772830844
2024-11-12,12.25,1.1136655624566048,1.1136655624566048
2024-11-15,12.75,1.2226743108053477,1.2226743108053477
2024-11-17,2.5,-1.0120050303438792,-1.0120050303438792
2024-11-18,9.25,0.4596130723641482,0.4596130723641482
2024-11-19,8.0,0.18709120149229128,0.18709120149229128
2024-11-20,5.0,-0.4669612886001654,-0.4669612886001654
2024-11-21,7.0,-0.03092629520519428,-0.03092629520519428
2024-11-22,5.0,-0.4669612886001654,-0.4669612886001654
2024-11-24,3.75,-0.7394831594720224,-0.7394831594720224
2024-11-25,11.5,0.9501524399334907,0.9501524399334907
2024-11-26,5.5,-0.3579525402514226,-0.3579525402514226
2024-11-28,5.75,-0.3034481660770512,-0.3034481660770512
2024-11-29,5.75,-0.3034481660770512,-0.3034481660770512
2024-12-01,4.5,-0.5759700369489081,-0.5759700369489081
2024-12-02,9.25,0.4596130723641482,0.4596130723641482
2024-12-03,10.0,0.6231261948872624,0.6231261948872624
2024-12-04,9.5,0.5141174465385195,0.5141174465385195
2024-12-05,8.25,0.24159557566666265,0.24159557566666265
2024-12-08,4.0,-0.6849787852976509,-0.6849787852976509
2024-12-09,9.5,0.5141174465385195,0.5141174465385195
2024-12-10,8.0,0.18709120149229128,0.18709120149229128
2024-12-13,10.0,0.6231261948872624,0.6231261948872624
2024-12-15,1.75,-1.1755181528669933,-1.1755181528669933
2024-12-16,5.25,-0.41245691442579396,-0.41245691442579396
2024-12-17,6.75,-0.08543066937956567,-0.08543066937956567
2024-12-18,18.0,2.3672661684671468,2.3672661684671468
2024-12-22,1.75,-1.1755181528669933,-1.1755181528669933
2024-12-23,8.75,0.3506043240154054,0.3506043240154054
2024-12-24,4.5,-0.5759700369489081,-0.5759700369489081
2024-12-25,3.25,-0.8484919078207651,-0.8484919078207651
2024-12-26,8.0,0.18709120149229128,0.18709120149229128
2024-12-27,5.75,-0.3034481660770512,-0.3034481660770512
2024-12-29,1.5,-1.2300225270413647,-1.2300225270413647
2024-12-30,11.0,0.8411436915847479,0.8411436915847479
2024-12-31,7.75,0.13258682731791988,0.13258682731791988
2025-01-01,3.25,-0.8484919078207651,-0.8484919078207651
2025-01-02,8.5,0.29609994984103405,0.29609994984103405
2025-01-03,7.25,0.02357807896917711,0.02357807896917711
2025-01-05,3.5,-0.7939875336463937,-0.7939875336463937
2025-01-06,7.5,0.07808245314354849,0.07808245314354849
2025-01-07,8.5,0.29609994984103405,0.29609994984103405
2025-01-08,7.25,0.02357807896917711,0.02357807896917711
2025-01-09,4.75,-0.5214656627745368,-0.5214656627745368
2025-01-12,4.25,-0.6304744111232795,-0.6304744111232795
2025-01-13,5.0,-0.4669612886001654,-0.4669612886001654
2025-01-16,11.0,0.8411436915847479,0.8411436915847479
2025-01-17,7.25,0.02357807896917711,0.02357807896917711
2025-01-19,2.25,-1.0665094045182506,-1.0665094045182506
2025-01-20,13.75,1.4406918075028332,1.4406918075028332
2025-01-21,7.5,0.07808245314354849,0.07808245314354849
2025-01-22,6.75,-0.08543066937956567,-0.08543066937956567
2025-01-23,6.75,-0.08543066937956567,-0.08543066937956567
2025-01-24,5.5,-0.3579525402514226,-0.3579525402514226
2025-01-26,4.0,-0.6849787852976509,-0.6849787852976509
2025-01-27,11.25,0.8956480657591193,0.8956480657591193
2025-01-28,7.0,-0.03092629520519428,-0.03092629520519428
2025-01-29,9.5,0.5141174465385195,0.5141174465385195
2025-02-02,9.5,0.5141174465385195,0.5141174465385195
2025-02-03,8.0,0.18709120149229128,0.18709120149229128
2025-02-04,9.5,0.5141174465385195,0.5141174465385195
2025-02-05,11.5,0.9501524399334907,0.9501524399334907
2025-02-06,4.75,-0.5214656627745368,-0.5214656627745368
2025-02-09,2.75,-0.9575006561695079,-0.9575006561695079
2025-02-10,5.5,-0.3579525402514226,-0.3579525402514226
2025-02-11,6.25,-0.19443941772830844,-0.19443941772830844
2025-02-14,10.75,0.7866393174103765,0.7866393174103765
2025-02-16,2.75,-0.9575006561695079,-0.9575006561695079
2025-02-17,3.75,-0.7394831594720224,-0.7394831594720224
2025-02-18,6.25,-0.19443941772830844,-0.19443941772830844
2025-02-19,7.0,-0.03092629520519428,-0.03092629520519428
2025-02-20,5.0,-0.4669612886001654,-0.4669612886001654
2025-02-21,10.25,0.6776305690616338,0.6776305690616338
2025-02-23,1.5,-1.2300225270413647,-1.2300225270413647
2025-02-24,9.75,0.568621820712891,0.568621820712891
2025-02-25,11.25,0.8956480657591193,0.8956480657591193
2025-02-26,10.75,0.7866393174103765,0.7866393174103765
2025-03-02,3.0,-0.9029962819951365,-0.9029962819951365
2025-03-03,17.0,2.1492486717696613,2.1492486717696613
2025-03-04,19.0,2.5852836651646323,2.5852836651646323
2025-03-05,16.0,1.9312311750721756,1.9312311750721756
2025-03-06,10.25,0.6776305690616338,0.6776305690616338
2025-03-09,4.0,-0.6849787852976509,-0.6849787852976509
2025-03-10,17.25,2.2037530459440324,2.2037530459440324
2025-03-11,13.25,1.3316830591540905,1.3316830591540905
2025-03-14,5.75,-0.3034481660770512,-0.3034481660770512
2025-03-16,3.5,-0.7939875336463937,-0.7939875336463937
2025-03-17,6.5,-0.13993504355393704,-0.13993504355393704
2025-03-18,7.5,0.07808245314354849,0.07808245314354849
2025-03-19,11.25,0.8956480657591193,0.8956480657591193
2025-03-20,8.5,0.29609994984103405,0.29609994984103405
2025-03-21,6.75,-0.08543066937956567,-0.08543066937956567
2025-03-23,3.0,-0.9029962819951365,-0.9029962819951365
2025-03-24,7.5,0.07808245314354849,0.07808245314354849
2025-03-25,8.0,0.18709120149229128,0.18709120149229128
2025-03-26,5.25,-0.41245691442579396,-0.41245691442579396
2025-03-30,5.75,-0.3034481660770512,-0.3034481660770512
2025-03-31,9.25,0.4596130723641482,0.4596130723641482
2025-04-01,7.75,0.13258682731791988,0.13258682731791988
2025-04-02,25.75,4.0569017678726595,4.0569017678726595
2025-04-03,17.25,2.2037530459440324,2.2037530459440324
2025-04-04,20.25,2.8578055360364893,2.8578055360364893
2025-04-06,14.75,1.6587093042003187,1.6587093042003187
2025-04-07,38.25,6.782120476591229,6.782120476591229
2025-04-08,32.5,5.528519870580687,5.528519870580687
2025-04-09,19.5,2.694292413513375,2.694292413513375
2025-04-13,9.25,0.4596130723641482,0.4596130723641482
2025-04-14,16.25,1.9857355492465472,1.9857355492465472
2025-04-15,11.5,0.9501524399334907,0.9501524399334907
2025-04-16,10.25,0.6776305690616338,0.6776305690616338
2025-04-17,6.0,-0.24894379190267982,-0.24894379190267982
2025-04-20,2.5,-1.0120050303438792,-1.0120050303438792
2025-04-21,9.75,0.568621820712891,0.568621820712891
2025-04-22,8.0,0.18709120149229128,0.18709120149229128
2025-04-23,11.5,0.9501524399334907,0.9501524399334907
2025-04-24,8.0,0.18709120149229128,0.18709120149229128
2025-04-25,9.75,0.568621820712891,0.568621820712891
2025-04-27,2.25,-1.0665094045182506,-1.0665094045182506
2025-04-28,10.5,0.7321349432360051,0.7321349432360051
2025-04-29,9.75,0.568621820712891,0.568621820712891
2025-05-01,14.5,1.6042049300259473,1.6042049300259473
2025-05-04,3.5,-0.7939875336463937,-0.7939875336463937
2025-05-05,8.5,0.29609994984103405,0.29609994984103405
2025-05-06,8.5,0.29609994984103405,0.29609994984103405
2025-05-07,9.0,0.4051086981897768,0.4051086981897768
2025-05-08,12.5,1.1681699366309763,1.1681699366309763
2025-05-09,5.505981445312727,-0.35664848051770887,-0.35664848051770887
2025-05-11,2.0,-1.121013778692622,-1.121013778692622
2025-05-12,9.0,0.4051086981897768,0.4051086981897768
2025-05-14,11.5,0.9501524399334907,0.9501524399334907
2025-05-16,11.25,0.8956480657591193,0.8956480657591193
2025-05-18,5.25,-0.41245691442579396,-0.41245691442579396
2025-05-19,12.0,1.0591611882822334,1.0591611882822334
2025-05-20,7.5,0.07808245314354849,0.07808245314354849
2025-05-21,10.25,0.6776305690616338,0.6776305690616338
2025-05-22,10.75,0.7866393174103765,0.7866393174103765
2025-05-23,10.5,0.7321349432360051,0.7321349432360051
2025-05-25,5.0,-0.4669612886001654,-0.4669612886001654
2025-05-26,7.0,-0.03092629520519428,-0.03092629520519428
2025-05-27,6.25,-0.19443941772830844,-0.19443941772830844
2025-05-28,10.75,0.7866393174103765,0.7866393174103765
2025-06-01,4.0,-0.6849787852976509,-0.6849787852976509
2025-06-02,6.25,-0.19443941772830844,-0.19443941772830844
2025-06-03,7.5,0.07808245314354849,0.07808245314354849
2025-06-04,13.25,1.3316830591540905,1.3316830591540905
2025-06-05,11.5,0.9501524399334907,0.9501524399334907
2025-06-08,3.0,-0.9029962819951365,-0.9029962819951365
2025-06-09,5.25,-0.41245691442579396,-0.41245691442579396
