Date,"Volatility of Returns (Session:All day, Interval:1m, Symbol:ZT)",ZScore wrt All Days,ZScore wrt Given Days
2025-02-14,2.125,0.04743141880153295,0.04743141880153295
2025-02-16,0.4375,-0.9283004686073535,-0.9283004686073535
2025-02-17,0.625,-0.8198858144508105,-0.8198858144508105
2025-02-18,1.1875,-0.49464185198118177,-0.49464185198118177
2025-02-19,1.625,-0.2416743256159149,-0.2416743256159149
2025-02-20,0.875,-0.6753329422420866,-0.6753329422420866
2025-02-21,2.6875,0.3726753812711618,0.3726753812711618
2025-02-23,0.5,-0.8921622505551725,-0.8921622505551725
2025-02-24,2.25,0.11970785490589492,0.11970785490589492
2025-02-25,2.4375,0.22812250906243786,0.22812250906243786
2025-02-26,5.9375,2.251862719984573,2.251862719984573
2025-03-02,4.8125,1.601374795045315,1.601374795045315
2025-03-03,8.5,3.733529660123993,3.733529660123993
2025-03-04,8.625,3.805806096228355,3.805806096228355
2025-03-05,8.3125,3.62511500596745,3.62511500596745
2025-03-06,7.5,3.1553181712890974,3.1553181712890974
2025-03-09,1.25,-0.4585036339290008,-0.4585036339290008
2025-03-10,7.25,3.0107652990803735,3.0107652990803735
2025-03-11,4.875,1.637513013097496,1.637513013097496
2025-03-14,3.9375,1.0954397423147815,1.0954397423147815
2025-03-16,2.6875,0.3726753812711618,0.3726753812711618
2025-03-17,3.4375,0.8063339978973335,0.8063339978973335
2025-03-18,1.25,-0.4585036339290008,-0.4585036339290008
2025-03-19,4.0625,1.1677161784191434,1.1677161784191434
2025-03-20,2.3125,0.1558460729580759,0.1558460729580759
2025-03-21,2.0625,0.011293200749351969,0.011293200749351969
2025-03-23,0.8125,-0.7114711602942676,-0.7114711602942676
2025-03-24,2.25,0.11970785490589492,0.11970785490589492
2025-03-25,1.875,-0.09712145340719097,-0.09712145340719097
2025-03-26,1.0625,-0.5669182880855437,-0.5669182880855437
2025-03-30,1.625,-0.2416743256159149,-0.2416743256159149
2025-03-31,2.75,0.40881359932334277,0.40881359932334277
2025-04-01,2.125,0.04743141880153295,0.04743141880153295
2025-04-02,6.875,2.7939359907672876,2.7939359907672876
2025-04-03,6.5625,2.6132449005063827,2.6132449005063827
2025-04-04,7.5,3.1553181712890974,3.1553181712890974
2025-04-06,7.8125,3.3360092615500023,3.3360092615500023
2025-04-07,11.25,5.323611254419956,5.323611254419956
2025-04-08,6.75,2.7216595546629256,2.7216595546629256
2025-04-09,8.25,3.588976787915269,3.588976787915269
2025-04-13,2.8125,0.44495181737552375,0.44495181737552375
2025-04-14,3.8125,1.0231633062104195,1.0231633062104195
2025-04-15,2.375,0.19198429101025688,0.19198429101025688
2025-04-16,2.0625,0.011293200749351969,0.011293200749351969
2025-04-17,1.8125,-0.13325967145937195,-0.13325967145937195
2025-04-20,1.625,-0.2416743256159149,-0.2416743256159149
2025-04-21,2.5,0.26426072711461884,0.26426072711461884
2025-04-22,3.5,0.8424722159495145,0.8424722159495145
2025-04-23,2.375,0.19198429101025688,0.19198429101025688
2025-04-24,1.875,-0.09712145340719097,-0.09712145340719097
2025-04-25,2.125,0.04743141880153295,0.04743141880153295
2025-04-27,0.625,-0.8198858144508105,-0.8198858144508105
2025-04-28,3.25,0.6979193437407906,0.6979193437407906
2025-04-29,2.25,0.11970785490589492,0.11970785490589492
2025-05-01,5.4375,1.9627569755671248,1.9627569755671248
2025-05-04,0.8125,-0.7114711602942676,-0.7114711602942676
2025-05-05,2.0625,0.011293200749351969,0.011293200749351969
2025-05-06,2.1875,0.08356963685371394,0.08356963685371394
2025-05-07,2.125,0.04743141880153295,0.04743141880153295
2025-05-08,3.375,0.7701957798451525,0.7701957798451525
2025-05-09,1.8125,-0.13325967145937195,-0.13325967145937195
2025-05-11,0.75,-0.7476093783464486,-0.7476093783464486
2025-05-12,3.1875,0.6617811256886096,0.6617811256886096
2025-05-14,2.375,0.19198429101025688,0.19198429101025688
2025-05-16,2.5625,0.3003989451667998,0.3003989451667998
2025-05-18,1.625,-0.2416743256159149,-0.2416743256159149
2025-05-19,2.125,0.04743141880153295,0.04743141880153295
2025-05-20,1.25,-0.4585036339290008,-0.4585036339290008
2025-05-21,1.4375,-0.35008897977245784,-0.35008897977245784
2025-05-22,1.125,-0.5307800700333627,-0.5307800700333627
2025-05-23,2.8125,0.44495181737552375,0.44495181737552375
2025-05-25,1.0625,-0.5669182880855437,-0.5669182880855437
2025-05-26,1.125,-0.5307800700333627,-0.5307800700333627
2025-05-27,1.0,-0.6030565061377247,-0.6030565061377247
2025-05-28,7.4375,3.1191799532369164,3.1191799532369164
2025-06-01,0.6875,-0.7837475963986296,-0.7837475963986296
2025-06-02,6.125,2.360277374141116,2.360277374141116
2025-06-03,1.9375,-0.06098323535500999,-0.06098323535500999
2025-06-04,3.625,0.9147486520538765,0.9147486520538765
2025-06-05,3.4375,0.8063339978973335,0.8063339978973335
2025-06-08,3.625,0.9147486520538765,0.9147486520538765
2025-06-09,1.4375,-0.35008897977245784,-0.35008897977245784
2025-06-10,1.5,-0.31395076172027686,-0.31395076172027686
2025-06-13,3.4375,0.8063339978973335,0.8063339978973335
2025-06-15,1.25,-0.4585036339290008,-0.4585036339290008
2025-06-16,1.75,-0.16939788951155293,-0.16939788951155293
2025-06-17,1.5625,-0.2778125436680959,-0.2778125436680959
2025-06-18,1.5625,-0.2778125436680959,-0.2778125436680959
2025-06-19,1.0625,-0.5669182880855437,-0.5669182880855437
2025-06-20,2.375,0.19198429101025688,0.19198429101025688
2025-06-22,1.3125,-0.4223654158768198,-0.4223654158768198
2025-06-23,3.875,1.0593015242626005,1.0593015242626005
2025-06-24,1.6875,-0.20553610756373392,-0.20553610756373392
2025-06-25,1.9375,-0.06098323535500999,-0.06098323535500999
2025-06-29,0.5,-0.8921622505551725,-0.8921622505551725
2025-06-30,1.125,-0.5307800700333627,-0.5307800700333627
2025-07-01,2.9375,0.5172282534798857,0.5172282534798857
2025-07-02,1.125,-0.5307800700333627,-0.5307800700333627
2025-07-04,1.25,-0.4585036339290008,-0.4585036339290008
2025-07-06,0.6875,-0.7837475963986296,-0.7837475963986296
2025-07-07,1.4375,-0.35008897977245784,-0.35008897977245784
2025-07-08,1.0625,-0.5669182880855437,-0.5669182880855437
2025-07-09,2.125,0.04743141880153295,0.04743141880153295
2025-07-10,1.25,-0.4585036339290008,-0.4585036339290008
2025-07-11,1.375,-0.3862271978246388,-0.3862271978246388
2025-07-13,0.0,-1.1812679949726204,-1.1812679949726204
2025-07-14,1.25,-0.4585036339290008,-0.4585036339290008
2025-07-17,1.0625,-0.5669182880855437,-0.5669182880855437
2025-07-18,1.375,-0.3862271978246388,-0.3862271978246388
2025-07-21,1.125,-0.5307800700333627,-0.5307800700333627
2025-07-22,1.5625,-0.2778125436680959,-0.2778125436680959
2025-07-23,1.75,-0.16939788951155293,-0.16939788951155293
2025-07-24,1.4375,-0.35008897977245784,-0.35008897977245784
2025-07-25,0.6875,-0.7837475963986296,-0.7837475963986296
2025-07-27,0.0,-1.1812679949726204,-1.1812679949726204
2025-07-28,0.875,-0.6753329422420866,-0.6753329422420866
2025-07-29,1.875,-0.09712145340719097,-0.09712145340719097
2025-08-03,0.0,-1.1812679949726204,-1.1812679949726204
2025-08-04,2.0625,0.011293200749351969,0.011293200749351969
2025-08-05,1.1875,-0.49464185198118177,-0.49464185198118177
2025-08-06,1.5,-0.31395076172027686,-0.31395076172027686
2025-08-07,1.25,-0.4585036339290008,-0.4585036339290008
2025-08-08,1.0625,-0.5669182880855437,-0.5669182880855437
2025-08-10,0.0,-1.1812679949726204,-1.1812679949726204
2025-08-11,1.0625,-0.5669182880855437,-0.5669182880855437
2025-08-13,2.0,-0.02484501730282901,-0.02484501730282901
2025-08-15,1.3125,-0.4223654158768198,-0.4223654158768198
2025-08-17,0.0,-1.1812679949726204,-1.1812679949726204
2025-08-18,1.1875,-0.49464185198118177,-0.49464185198118177
2025-08-19,1.0,-0.6030565061377247,-0.6030565061377247
2025-08-20,1.5625,-0.2778125436680959,-0.2778125436680959
2025-08-21,1.8125,-0.13325967145937195,-0.13325967145937195
2025-08-22,3.875,1.0593015242626005,1.0593015242626005
2025-08-24,0.0,-1.1812679949726204,-1.1812679949726204
2025-08-25,1.5625,-0.2778125436680959,-0.2778125436680959
2025-08-26,1.3125,-0.4223654158768198,-0.4223654158768198
2025-08-27,6.4375,2.5409684644020207,2.5409684644020207
2025-08-31,0.0,-1.1812679949726204,-1.1812679949726204
2025-09-02,5.75,2.14344806582803,2.14344806582803
2025-09-03,6.125,2.360277374141116,2.360277374141116
2025-09-04,5.125,1.78206588530622,1.78206588530622
2025-09-07,0.0,-1.1812679949726204,-1.1812679949726204
2025-09-08,1.4375,-0.35008897977245784,-0.35008897977245784
2025-09-12,1.0625,-0.5669182880855437,-0.5669182880855437
2025-09-14,0.0,-1.1812679949726204,-1.1812679949726204
2025-09-15,1.4375,-0.35008897977245784,-0.35008897977245784
2025-09-16,1.375,-0.3862271978246388,-0.3862271978246388
2025-09-17,2.0,-0.02484501730282901,-0.02484501730282901
2025-09-18,2.25,0.11970785490589492,0.11970785490589492
2025-09-19,1.0,-0.6030565061377247,-0.6030565061377247
2025-09-21,0.0,-1.1812679949726204,-1.1812679949726204
2025-09-22,1.4375,-0.35008897977245784,-0.35008897977245784
2025-09-23,0.9375,-0.6391947241899056,-0.6391947241899056
2025-09-24,1.5,-0.31395076172027686,-0.31395076172027686
2025-09-28,0.25,-1.0367151227638964,-1.0367151227638964
2025-09-29,0.875,-0.6753329422420866,-0.6753329422420866
2025-09-30,1.0625,-0.5669182880855437,-0.5669182880855437
2025-10-01,2.6875,0.3726753812711618,0.3726753812711618
2025-10-02,1.1875,-0.49464185198118177,-0.49464185198118177
2025-10-05,0.0,-1.1812679949726204,-1.1812679949726204
2025-10-06,0.875,-0.6753329422420866,-0.6753329422420866
2025-10-07,1.375,-0.3862271978246388,-0.3862271978246388
2025-10-08,1.125,-0.5307800700333627,-0.5307800700333627
2025-10-09,0.75,-0.7476093783464486,-0.7476093783464486
2025-10-10,2.75,0.40881359932334277,0.40881359932334277
2025-10-12,0.0,-1.1812679949726204,-1.1812679949726204
2025-10-13,1.5,-0.31395076172027686,-0.31395076172027686
2025-10-14,1.1875,-0.49464185198118177,-0.49464185198118177
2025-10-17,3.0,0.5533664715320666,0.5533664715320666
2025-10-19,0.0,-1.1812679949726204,-1.1812679949726204
2025-10-20,0.875,-0.6753329422420866,-0.6753329422420866
2025-10-21,1.0,-0.6030565061377247,-0.6030565061377247
2025-10-22,0.9375,-0.6391947241899056,-0.6391947241899056
2025-10-23,1.8125,-0.13325967145937195,-0.13325967145937195
2025-10-26,0.0,-1.1812679949726204,-1.1812679949726204
2025-10-27,0.875,-0.6753329422420866,-0.6753329422420866
2025-10-28,1.0,-0.6030565061377247,-0.6030565061377247
2025-10-29,3.625,0.9147486520538765,0.9147486520538765
2025-11-02,0.5,-0.8921622505551725,-0.8921622505551725
2025-11-03,1.0,-0.6030565061377247,-0.6030565061377247
2025-11-04,1.6875,-0.20553610756373392,-0.20553610756373392
2025-11-05,2.5,0.26426072711461884,0.26426072711461884
2025-11-06,2.3125,0.1558460729580759,0.1558460729580759
2025-11-09,1.25,-0.4585036339290008,-0.4585036339290008
2025-11-10,1.0,-0.6030565061377247,-0.6030565061377247
2025-11-11,1.375,-0.3862271978246388,-0.3862271978246388
2025-11-12,0.875,-0.6753329422420866,-0.6753329422420866
2025-11-16,0.3125,-1.0005769047117155,-1.0005769047117155
2025-11-17,1.375,-0.3862271978246388,-0.3862271978246388
2025-11-18,1.25,-0.4585036339290008,-0.4585036339290008
2025-11-19,1.625,-0.2416743256159149,-0.2416743256159149
2025-11-21,1.5625,-0.2778125436680959,-0.2778125436680959
2025-11-23,0.375,-0.9644386866595345,-0.9644386866595345
2025-11-24,1.0625,-0.5669182880855437,-0.5669182880855437
2025-11-28,3.375,0.7701957798451525,0.7701957798451525
2025-11-30,3.3125,0.7340575617929715,0.7340575617929715
2025-12-01,4.625,1.492960140888772,1.492960140888772
2025-12-02,3.8125,1.0231633062104195,1.0231633062104195
2025-12-03,3.375,0.7701957798451525,0.7701957798451525
2025-12-04,3.4375,0.8063339978973335,0.8063339978973335
2025-12-07,2.0,-0.02484501730282901,-0.02484501730282901
2025-12-08,3.0,0.5533664715320666,0.5533664715320666
2025-12-09,1.9375,-0.06098323535500999,-0.06098323535500999
2025-12-10,3.875,1.0593015242626005,1.0593015242626005
2025-12-12,1.0,-0.6030565061377247,-0.6030565061377247
2025-12-14,0.5625,-0.8560240325029915,-0.8560240325029915
2025-12-15,2.0,-0.02484501730282901,-0.02484501730282901
2025-12-17,1.25,-0.4585036339290008,-0.4585036339290008
2025-12-19,0.9375,-0.6391947241899056,-0.6391947241899056
2025-12-21,0.25,-1.0367151227638964,-1.0367151227638964
2025-12-22,0.8125,-0.7114711602942676,-0.7114711602942676
2025-12-24,0.1875,-1.0728533408160774,-1.0728533408160774
2025-12-26,1.3125,-0.4223654158768198,-0.4223654158768198
2025-12-28,0.3125,-1.0005769047117155,-1.0005769047117155
2025-12-29,1.125,-0.5307800700333627,-0.5307800700333627
2025-12-30,0.75,-0.7476093783464486,-0.7476093783464486
2025-12-31,1.375,-0.3862271978246388,-0.3862271978246388
