Date,"Volatility of Returns (Session:All day, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2023-05-14,2.0,-1.243907527466759,-1.243907527466759
2023-05-15,5.25,-0.6033623326378231,-0.6033623326378231
2023-05-16,12.0,0.7270007643145825,0.7270007643145825
2023-05-17,9.75,0.2835463986637806,0.2835463986637806
2023-05-18,13.0,0.9240915934927166,0.9240915934927166
2023-05-19,12.25,0.7762734716091161,0.7762734716091161
2023-05-21,3.75,-0.8989985764050243,-0.8989985764050243
2023-05-22,9.75,0.2835463986637806,0.2835463986637806
2023-05-23,9.75,0.2835463986637806,0.2835463986637806
2023-05-24,11.0,0.5299099351364484,0.5299099351364484
2023-05-28,4.75,-0.7019077472268902,-0.7019077472268902
2023-05-30,26.0,3.4862723728084606,3.4862723728084606
2023-05-31,7.75,-0.11063525969248768,-0.11063525969248768
2023-06-01,13.0,0.9240915934927166,0.9240915934927166
2023-06-04,3.5,-0.9482712836995579,-0.9482712836995579
2023-06-05,11.0,0.5299099351364484,0.5299099351364484
2023-06-06,10.0,0.3328191059583142,0.3328191059583142
2023-06-07,16.5,1.6139094956161864,1.6139094956161864
2023-06-08,13.5,1.0226370080817837,1.0226370080817837
2023-06-09,8.25,-0.012089845103420602,-0.012089845103420602
2023-06-11,3.25,-0.9975439909940914,-0.9975439909940914
2023-06-12,9.5,0.2342736913692471,0.2342736913692471
2023-06-15,16.75,1.6631822029107197,1.6631822029107197
2023-06-16,11.25,0.5791826424309819,0.5791826424309819
2023-06-18,2.0,-1.243907527466759,-1.243907527466759
2023-06-20,10.75,0.4806372278419148,0.4806372278419148
2023-06-21,9.0,0.13572827678018,0.13572827678018
2023-06-22,11.75,0.677728057020049,0.677728057020049
2023-06-23,12.75,0.8748188861981832,0.8748188861981832
2023-06-25,2.25,-1.1946348201722257,-1.1946348201722257
2023-06-26,6.75,-0.30772608887062186,-0.30772608887062186
2023-06-27,10.25,0.38209181325284775,0.38209181325284775
2023-06-28,7.5,-0.15990796698702123,-0.15990796698702123
2023-07-02,2.5,-1.145362112877692,-1.145362112877692
2023-07-03,10.0,0.3328191059583142,0.3328191059583142
2023-07-05,15.0,1.318273251848985,1.318273251848985
2023-07-06,14.25,1.1704551299653845,1.1704551299653845
2023-07-09,3.0,-1.046816698288625,-1.046816698288625
2023-07-10,13.5,1.0226370080817837,1.0226370080817837
2023-07-11,6.0,-0.45554421075422247,-0.45554421075422247
2023-07-14,9.5,0.2342736913692471,0.2342736913692471
2023-07-16,3.0,-1.046816698288625,-1.046816698288625
2023-07-17,8.0,-0.06136255239795414,-0.06136255239795414
2023-07-18,6.5,-0.3569987961651554,-0.3569987961651554
2023-07-19,8.75,0.08645556948564648,0.08645556948564648
2023-07-20,14.0,1.1211824226708509,1.1211824226708509
2023-07-21,5.75,-0.5048169180487561,-0.5048169180487561
2023-07-23,2.5,-1.145362112877692,-1.145362112877692
2023-07-24,10.75,0.4806372278419148,0.4806372278419148
2023-07-25,7.25,-0.20918067428155476,-0.20918067428155476
2023-07-26,8.25,-0.012089845103420602,-0.012089845103420602
2023-07-30,4.5,-0.7511804545214237,-0.7511804545214237
2023-07-31,9.0,0.13572827678018,0.13572827678018
2023-08-01,10.75,0.4806372278419148,0.4806372278419148
2023-08-02,11.25,0.5791826424309819,0.5791826424309819
2023-08-03,8.0,-0.06136255239795414,-0.06136255239795414
2023-08-06,3.5,-0.9482712836995579,-0.9482712836995579
2023-08-07,8.5,0.03718286219111294,0.03718286219111294
2023-08-08,8.0,-0.06136255239795414,-0.06136255239795414
2023-08-09,5.5,-0.5540896253432895,-0.5540896253432895
2023-08-13,3.5,-0.9482712836995579,-0.9482712836995579
2023-08-14,8.75,0.08645556948564648,0.08645556948564648
2023-08-15,9.25,0.18500098407471358,0.18500098407471358
2023-08-16,14.75,1.2690005445544514,1.2690005445544514
2023-08-17,9.25,0.18500098407471358,0.18500098407471358
2023-08-18,6.75,-0.30772608887062186,-0.30772608887062186
2023-08-20,4.25,-0.8004531618159573,-0.8004531618159573
2023-08-21,10.2559814453125,0.383270701269172,0.383270701269172
2023-08-22,6.5,-0.3569987961651554,-0.3569987961651554
2023-08-23,13.5,1.0226370080817837,1.0226370080817837
2023-08-24,8.5,0.03718286219111294,0.03718286219111294
2023-08-25,6.5,-0.3569987961651554,-0.3569987961651554
2023-08-27,3.25,-0.9975439909940914,-0.9975439909940914
2023-08-28,8.0,-0.06136255239795414,-0.06136255239795414
2023-08-29,15.75,1.4660913737325856,1.4660913737325856
2023-09-03,8.75,0.08645556948564648,0.08645556948564648
2023-09-05,13.25,0.9733643007872502,0.9733643007872502
2023-09-06,14.75,1.2690005445544514,1.2690005445544514
2023-09-07,16.5,1.6139094956161864,1.6139094956161864
2023-09-08,13.0,0.9240915934927166,0.9240915934927166
2023-09-10,8.5,0.03718286219111294,0.03718286219111294
2023-09-11,9.5,0.2342736913692471,0.2342736913692471
2023-09-12,8.75,0.08645556948564648,0.08645556948564648
2023-09-15,11.5,0.6284553497255154,0.6284553497255154
2023-09-17,9.0,0.13572827678018,0.13572827678018
2023-09-18,11.0,0.5299099351364484,0.5299099351364484
2023-09-19,7.75,-0.11063525969248768,-0.11063525969248768
2023-09-20,16.5,1.6139094956161864,1.6139094956161864
2023-09-21,8.0,-0.06136255239795414,-0.06136255239795414
2023-09-22,8.0,-0.06136255239795414,-0.06136255239795414
2023-09-24,3.5,-0.9482712836995579,-0.9482712836995579
2023-09-25,9.75,0.2835463986637806,0.2835463986637806
2023-09-26,8.0,-0.06136255239795414,-0.06136255239795414
2023-09-27,16.75,1.6631822029107197,1.6631822029107197
2023-10-01,4.0,-0.8497258691104908,-0.8497258691104908
2023-10-02,10.75,0.4806372278419148,0.4806372278419148
2023-10-03,17.75,1.8602730320888539,1.8602730320888539
2023-10-04,18.75,2.057363861266988,2.057363861266988
2023-10-05,7.5,-0.15990796698702123,-0.15990796698702123
2023-10-08,9.0,0.13572827678018,0.13572827678018
2023-10-09,13.25,0.9733643007872502,0.9733643007872502
2023-10-10,10.5,0.4313645205473813,0.4313645205473813
2023-10-13,8.75,0.08645556948564648,0.08645556948564648
2023-10-15,4.25,-0.8004531618159573,-0.8004531618159573
2023-10-16,10.5,0.4313645205473813,0.4313645205473813
2023-10-17,15.75,1.4660913737325856,1.4660913737325856
2023-10-18,15.5,1.416818666438052,1.416818666438052
2023-10-19,6.25,-0.40627150345968893,-0.40627150345968893
2023-10-20,11.25,0.5791826424309819,0.5791826424309819
2023-10-22,5.5,-0.5540896253432895,-0.5540896253432895
2023-10-23,17.75,1.8602730320888539,1.8602730320888539
2023-10-24,9.75,0.2835463986637806,0.2835463986637806
2023-10-25,15.0,1.318273251848985,1.318273251848985
2023-10-29,4.25,-0.8004531618159573,-0.8004531618159573
2023-10-30,7.5,-0.15990796698702123,-0.15990796698702123
2023-10-31,12.75,0.8748188861981832,0.8748188861981832
2023-11-01,24.0,3.0920907144521923,3.0920907144521923
2023-11-02,12.75,0.8748188861981832,0.8748188861981832
2023-11-05,2.0,-1.243907527466759,-1.243907527466759
2023-11-06,10.75,0.4806372278419148,0.4806372278419148
2023-11-07,10.75,0.4806372278419148,0.4806372278419148
2023-11-08,11.25,0.5791826424309819,0.5791826424309819
2023-11-09,18.25,1.958818446677921,1.958818446677921
2023-11-10,10.5,0.4313645205473813,0.4313645205473813
2023-11-12,2.25,-1.1946348201722257,-1.1946348201722257
2023-11-13,7.5,-0.15990796698702123,-0.15990796698702123
2023-11-16,8.75,0.08645556948564648,0.08645556948564648
2023-11-17,10.75,0.4806372278419148,0.4806372278419148
2023-11-19,3.25,-0.9975439909940914,-0.9975439909940914
2023-11-20,9.0,0.13572827678018,0.13572827678018
2023-11-21,5.75,-0.5048169180487561,-0.5048169180487561
2023-11-22,10.75,0.4806372278419148,0.4806372278419148
2023-11-23,7.75,-0.11063525969248768,-0.11063525969248768
2023-11-24,2.0,-1.243907527466759,-1.243907527466759
2023-11-26,3.75,-0.8989985764050243,-0.8989985764050243
2023-11-27,12.25,0.7762734716091161,0.7762734716091161
2023-11-28,17.5,1.8110003247943205,1.8110003247943205
2023-12-01,17.5,1.8110003247943205,1.8110003247943205
2023-12-03,6.5,-0.3569987961651554,-0.3569987961651554
2023-12-04,7.5,-0.15990796698702123,-0.15990796698702123
2023-12-05,9.75,0.2835463986637806,0.2835463986637806
2023-12-06,10.5,0.4313645205473813,0.4313645205473813
2023-12-07,9.0,0.13572827678018,0.13572827678018
2023-12-10,2.25,-1.1946348201722257,-1.1946348201722257
2023-12-11,7.75,-0.11063525969248768,-0.11063525969248768
2023-12-14,10.0,0.3328191059583142,0.3328191059583142
2023-12-15,10.0,0.3328191059583142,0.3328191059583142
2023-12-17,3.0,-1.046816698288625,-1.046816698288625
2023-12-18,7.75,-0.11063525969248768,-0.11063525969248768
2023-12-19,5.5,-0.5540896253432895,-0.5540896253432895
2023-12-20,7.75,-0.11063525969248768,-0.11063525969248768
2023-12-26,3.25,-0.9975439909940914,-0.9975439909940914
2023-12-27,11.25,0.5791826424309819,0.5791826424309819
2023-12-28,6.75,-0.30772608887062186,-0.30772608887062186
2023-12-29,7.0,-0.2584533815760883,-0.2584533815760883
2024-01-02,6.75,-0.30772608887062186,-0.30772608887062186
2024-01-03,10.75,0.4806372278419148,0.4806372278419148
2024-01-04,11.75,0.677728057020049,0.677728057020049
2024-01-07,3.75,-0.8989985764050243,-0.8989985764050243
2024-01-08,11.0,0.5299099351364484,0.5299099351364484
2024-01-09,6.0,-0.45554421075422247,-0.45554421075422247
2024-01-10,7.0,-0.2584533815760883,-0.2584533815760883
2024-01-14,2.5,-1.145362112877692,-1.145362112877692
2024-01-16,10.5,0.4313645205473813,0.4313645205473813
2024-01-17,10.75,0.4806372278419148,0.4806372278419148
2024-01-18,10.0,0.3328191059583142,0.3328191059583142
2024-01-19,7.75,-0.11063525969248768,-0.11063525969248768
2024-01-21,3.75,-0.8989985764050243,-0.8989985764050243
2024-01-22,7.25,-0.20918067428155476,-0.20918067428155476
2024-01-23,6.5,-0.3569987961651554,-0.3569987961651554
2024-01-24,12.0,0.7270007643145825,0.7270007643145825
2024-01-28,2.75,-1.0960894055831585,-1.0960894055831585
2024-01-29,9.0,0.13572827678018,0.13572827678018
2024-01-30,8.25,-0.012089845103420602,-0.012089845103420602
2024-01-31,13.5,1.0226370080817837,1.0226370080817837
2024-02-01,11.25,0.5791826424309819,0.5791826424309819
2024-02-04,7.5,-0.15990796698702123,-0.15990796698702123
2024-02-05,10.75,0.4806372278419148,0.4806372278419148
2024-02-06,10.25,0.38209181325284775,0.38209181325284775
2024-02-07,7.75,-0.11063525969248768,-0.11063525969248768
2024-02-08,7.5,-0.15990796698702123,-0.15990796698702123
2024-02-11,1.75,-1.2931802347612926,-1.2931802347612926
2024-02-12,5.0,-0.6526350399323566,-0.6526350399323566
2024-02-15,6.25,-0.40627150345968893,-0.40627150345968893
2024-02-18,2.0,-1.243907527466759,-1.243907527466759
2024-02-20,7.5,-0.15990796698702123,-0.15990796698702123
2024-02-21,8.75,0.08645556948564648,0.08645556948564648
2024-02-22,7.0,-0.2584533815760883,-0.2584533815760883
2024-02-23,11.0,0.5299099351364484,0.5299099351364484
2024-02-25,4.25,-0.8004531618159573,-0.8004531618159573
2024-02-26,9.0,0.13572827678018,0.13572827678018
2024-02-27,6.5,-0.3569987961651554,-0.3569987961651554
2024-03-01,22.25,2.747181763390458,2.747181763390458
2024-03-03,2.75,-1.0960894055831585,-1.0960894055831585
2024-03-04,4.5,-0.7511804545214237,-0.7511804545214237
2024-03-05,8.25,-0.012089845103420602,-0.012089845103420602
2024-03-06,9.25,0.18500098407471358,0.18500098407471358
2024-03-07,7.5,-0.15990796698702123,-0.15990796698702123
2024-03-10,3.5,-0.9482712836995579,-0.9482712836995579
2024-03-11,7.0,-0.2584533815760883,-0.2584533815760883
2024-03-13,7.75,-0.11063525969248768,-0.11063525969248768
2024-03-15,6.0,-0.45554421075422247,-0.45554421075422247
2024-03-17,3.0,-1.046816698288625,-1.046816698288625
2024-03-18,6.5,-0.3569987961651554,-0.3569987961651554
2024-03-19,5.75,-0.5048169180487561,-0.5048169180487561
2024-03-20,6.25,-0.40627150345968893,-0.40627150345968893
2024-03-21,8.0,-0.06136255239795414,-0.06136255239795414
2024-03-22,5.0,-0.6526350399323566,-0.6526350399323566
2024-03-24,2.75,-1.0960894055831585,-1.0960894055831585
2024-03-25,5.5,-0.5540896253432895,-0.5540896253432895
2024-03-26,4.75,-0.7019077472268902,-0.7019077472268902
2024-03-27,5.75,-0.5048169180487561,-0.5048169180487561
2024-03-31,2.5,-1.145362112877692,-1.145362112877692
2024-04-01,16.75,1.6631822029107197,1.6631822029107197
2024-04-02,10.0,0.3328191059583142,0.3328191059583142
2024-04-03,10.0,0.3328191059583142,0.3328191059583142
2024-04-04,9.0,0.13572827678018,0.13572827678018
2024-04-07,2.75,-1.0960894055831585,-1.0960894055831585
2024-04-08,5.5,-0.5540896253432895,-0.5540896253432895
2024-04-09,6.75,-0.30772608887062186,-0.30772608887062186
2024-04-12,10.75,0.4806372278419148,0.4806372278419148
2024-04-14,5.75,-0.5048169180487561,-0.5048169180487561
2024-04-15,13.25,0.9733643007872502,0.9733643007872502
2024-04-16,8.75,0.08645556948564648,0.08645556948564648
2024-04-17,12.75,0.8748188861981832,0.8748188861981832
2024-04-18,17.0,1.7124549102052533,1.7124549102052533
2024-04-19,9.0,0.13572827678018,0.13572827678018
2024-04-21,4.0,-0.8497258691104908,-0.8497258691104908
2024-04-22,6.5,-0.3569987961651554,-0.3569987961651554
2024-04-23,8.75,0.08645556948564648,0.08645556948564648
2024-04-24,5.0,-0.6526350399323566,-0.6526350399323566
2024-04-28,2.5,-1.145362112877692,-1.145362112877692
2024-04-29,6.25,-0.40627150345968893,-0.40627150345968893
2024-04-30,9.75,0.2835463986637806,0.2835463986637806
2024-05-01,13.0,0.9240915934927166,0.9240915934927166
2024-05-02,9.5,0.2342736913692471,0.2342736913692471
2024-05-05,1.5,-1.3424529420558262,-1.3424529420558262
2024-05-06,4.5,-0.7511804545214237,-0.7511804545214237
2024-05-07,6.0,-0.45554421075422247,-0.45554421075422247
2024-05-08,5.5,-0.5540896253432895,-0.5540896253432895
2024-05-09,7.75,-0.11063525969248768,-0.11063525969248768
2024-05-10,7.0,-0.2584533815760883,-0.2584533815760883
2024-05-12,1.25,-1.3917256493503598,-1.3917256493503598
2024-05-13,3.25,-0.9975439909940914,-0.9975439909940914
2024-05-16,8.25,-0.012089845103420602,-0.012089845103420602
2024-05-17,6.5040283203125,-0.3562048511745696,-0.3562048511745696
2024-05-19,2.0,-1.243907527466759,-1.243907527466759
2024-05-20,4.75,-0.7019077472268902,-0.7019077472268902
2024-05-21,5.0,-0.6526350399323566,-0.6526350399323566
2024-05-22,5.5,-0.5540896253432895,-0.5540896253432895
2024-05-23,9.0,0.13572827678018,0.13572827678018
2024-05-24,4.75,-0.7019077472268902,-0.7019077472268902
2024-05-26,1.25,-1.3917256493503598,-1.3917256493503598
2024-05-28,13.0,0.9240915934927166,0.9240915934927166
2024-05-29,7.75,-0.11063525969248768,-0.11063525969248768
2024-06-02,1.75,-1.2931802347612926,-1.2931802347612926
2024-06-03,12.0,0.7270007643145825,0.7270007643145825
2024-06-04,11.0,0.5299099351364484,0.5299099351364484
2024-06-05,9.0,0.13572827678018,0.13572827678018
2024-06-06,5.0,-0.6526350399323566,-0.6526350399323566
2024-06-09,2.25,-1.1946348201722257,-1.1946348201722257
2024-06-10,3.25,-0.9975439909940914,-0.9975439909940914
2024-06-11,7.0,-0.2584533815760883,-0.2584533815760883
2024-06-14,9.25,0.18500098407471358,0.18500098407471358
2024-06-16,2.75,-1.0960894055831585,-1.0960894055831585
2024-06-17,7.25,-0.20918067428155476,-0.20918067428155476
2024-06-18,9.75,0.2835463986637806,0.2835463986637806
2024-06-20,7.25,-0.20918067428155476,-0.20918067428155476
2024-06-21,6.75,-0.30772608887062186,-0.30772608887062186
2024-06-23,2.25,-1.1946348201722257,-1.1946348201722257
2024-06-24,5.25,-0.6033623326378231,-0.6033623326378231
2024-06-25,6.75,-0.30772608887062186,-0.30772608887062186
2024-06-26,9.25,0.18500098407471358,0.18500098407471358
2024-06-30,4.5,-0.7511804545214237,-0.7511804545214237
2024-07-01,10.75,0.4806372278419148,0.4806372278419148
2024-07-02,4.5,-0.7511804545214237,-0.7511804545214237
2024-07-03,7.75,-0.11063525969248768,-0.11063525969248768
2024-07-07,4.5,-0.7511804545214237,-0.7511804545214237
2024-07-08,5.25,-0.6033623326378231,-0.6033623326378231
2024-07-09,4.25,-0.8004531618159573,-0.8004531618159573
2024-07-10,4.5,-0.7511804545214237,-0.7511804545214237
2024-07-14,3.75,-0.8989985764050243,-0.8989985764050243
2024-07-15,4.5,-0.7511804545214237,-0.7511804545214237
2024-07-16,6.25,-0.40627150345968893,-0.40627150345968893
2024-07-17,5.25,-0.6033623326378231,-0.6033623326378231
2024-07-18,7.5,-0.15990796698702123,-0.15990796698702123
2024-07-19,7.25,-0.20918067428155476,-0.20918067428155476
2024-07-21,2.0,-1.243907527466759,-1.243907527466759
2024-07-22,7.25,-0.20918067428155476,-0.20918067428155476
2024-07-23,4.0,-0.8497258691104908,-0.8497258691104908
2024-07-24,7.75,-0.11063525969248768,-0.11063525969248768
2024-07-28,3.25,-0.9975439909940914,-0.9975439909940914
2024-07-29,4.25,-0.8004531618159573,-0.8004531618159573
2024-07-30,6.5,-0.3569987961651554,-0.3569987961651554
2024-07-31,13.25,0.9733643007872502,0.9733643007872502
2024-08-01,15.25,1.3675459591435186,1.3675459591435186
2024-08-04,12.75,0.8748188861981832,0.8748188861981832
2024-08-05,24.5,3.190636129041259,3.190636129041259
2024-08-06,11.25,0.5791826424309819,0.5791826424309819
2024-08-07,10.0,0.3328191059583142,0.3328191059583142
2024-08-08,14.5,1.2197278372599178,1.2197278372599178
2024-08-09,5.5,-0.5540896253432895,-0.5540896253432895
2024-08-11,2.5,-1.145362112877692,-1.145362112877692
2024-08-12,9.25,0.18500098407471358,0.18500098407471358
2024-08-15,14.25,1.1704551299653845,1.1704551299653845
2024-08-16,7.75,-0.11063525969248768,-0.11063525969248768
2024-08-18,2.5,-1.145362112877692,-1.145362112877692
2024-08-19,4.5,-0.7511804545214237,-0.7511804545214237
2024-08-20,10.25,0.38209181325284775,0.38209181325284775
2024-08-22,10.75,0.4806372278419148,0.4806372278419148
2024-08-23,8.25,-0.012089845103420602,-0.012089845103420602
2024-08-25,3.75,-0.8989985764050243,-0.8989985764050243
2024-08-26,7.0,-0.2584533815760883,-0.2584533815760883
2024-08-27,5.75,-0.5048169180487561,-0.5048169180487561
2024-08-28,13.0,0.9240915934927166,0.9240915934927166
2024-09-01,10.0,0.3328191059583142,0.3328191059583142
2024-09-03,19.0,2.106636568561522,2.106636568561522
2024-09-04,18.75,2.057363861266988,2.057363861266988
2024-09-05,15.0,1.318273251848985,1.318273251848985
2024-09-08,11.25,0.5791826424309819,0.5791826424309819
2024-09-09,14.25,1.1704551299653845,1.1704551299653845
2024-09-10,16.5,1.6139094956161864,1.6139094956161864
2024-09-13,12.5,0.8255461789036496,0.8255461789036496
2024-09-15,2.25,-1.1946348201722257,-1.1946348201722257
2024-09-16,11.0,0.5299099351364484,0.5299099351364484
2024-09-17,6.25,-0.40627150345968893,-0.40627150345968893
2024-09-18,11.25,0.5791826424309819,0.5791826424309819
2024-09-19,9.25,0.18500098407471358,0.18500098407471358
2024-09-20,7.5,-0.15990796698702123,-0.15990796698702123
2024-09-22,2.25,-1.1946348201722257,-1.1946348201722257
2024-09-23,6.5,-0.3569987961651554,-0.3569987961651554
2024-09-24,10.0,0.3328191059583142,0.3328191059583142
2024-09-25,7.0,-0.2584533815760883,-0.2584533815760883
2024-09-29,1.75,-1.2931802347612926,-1.2931802347612926
2024-09-30,7.75,-0.11063525969248768,-0.11063525969248768
2024-10-01,10.75,0.4806372278419148,0.4806372278419148
2024-10-02,7.75,-0.11063525969248768,-0.11063525969248768
2024-10-03,8.25,-0.012089845103420602,-0.012089845103420602
2024-10-06,3.25,-0.9975439909940914,-0.9975439909940914
2024-10-07,7.25,-0.20918067428155476,-0.20918067428155476
2024-10-08,6.75,-0.30772608887062186,-0.30772608887062186
2024-10-09,8.0,-0.06136255239795414,-0.06136255239795414
2024-10-13,1.5,-1.3424529420558262,-1.3424529420558262
2024-10-14,6.75,-0.30772608887062186,-0.30772608887062186
2024-10-15,7.0,-0.2584533815760883,-0.2584533815760883
2024-10-16,4.0,-0.8497258691104908,-0.8497258691104908
2024-10-17,7.25,-0.20918067428155476,-0.20918067428155476
2024-10-18,5.5,-0.5540896253432895,-0.5540896253432895
2024-10-20,2.0,-1.243907527466759,-1.243907527466759
2024-10-21,14.0,1.1211824226708509,1.1211824226708509
2024-10-22,7.75,-0.11063525969248768,-0.11063525969248768
2024-10-23,4.75,-0.7019077472268902,-0.7019077472268902
2024-10-24,6.25,-0.40627150345968893,-0.40627150345968893
2024-10-25,8.25,-0.012089845103420602,-0.012089845103420602
2024-10-27,6.0,-0.45554421075422247,-0.45554421075422247
2024-10-28,7.5,-0.15990796698702123,-0.15990796698702123
2024-10-29,11.25,0.5791826424309819,0.5791826424309819
2024-11-03,3.75,-0.8989985764050243,-0.8989985764050243
2024-11-04,6.25,-0.40627150345968893,-0.40627150345968893
2024-11-05,23.25,2.9442725925685918,2.9442725925685918
2024-11-06,10.75,0.4806372278419148,0.4806372278419148
2024-11-07,15.5,1.416818666438052,1.416818666438052
2024-11-08,7.0,-0.2584533815760883,-0.2584533815760883
2024-11-10,3.75,-0.8989985764050243,-0.8989985764050243
2024-11-11,6.25,-0.40627150345968893,-0.40627150345968893
2024-11-12,12.25,0.7762734716091161,0.7762734716091161
2024-11-15,10.5,0.4313645205473813,0.4313645205473813
2024-11-17,2.5,-1.145362112877692,-1.145362112877692
2024-11-18,9.25,0.18500098407471358,0.18500098407471358
2024-11-19,8.0,-0.06136255239795414,-0.06136255239795414
2024-11-20,5.25,-0.6033623326378231,-0.6033623326378231
2024-11-21,7.0,-0.2584533815760883,-0.2584533815760883
2024-11-22,5.0,-0.6526350399323566,-0.6526350399323566
