Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-03-05,6.75,0.9324643108141426,0.9324643108141426
2025-03-06,7.5,1.2363148184277222,1.2363148184277222
2025-03-10,3.25,-0.4855047247158947,-0.4855047247158947
2025-03-11,12.0,3.0594178641091987,3.0594178641091987
2025-03-14,3.25,-0.4855047247158947,-0.4855047247158947
2025-03-17,6.5,0.8311808082762828,0.8311808082762828
2025-03-18,5.5,0.4260467981248436,0.4260467981248436
2025-03-19,8.75,1.742732331117021,1.742732331117021
2025-03-20,5.5,0.4260467981248436,0.4260467981248436
2025-03-21,5.0,0.22347979304912396,0.22347979304912396
2025-03-24,2.75,-0.6880717297916144,-0.6880717297916144
2025-03-25,3.75,-0.28293771964017506,-0.28293771964017506
2025-03-26,4.0,-0.18165421710231527,-0.18165421710231527
2025-03-31,5.75,0.5273303006627034,0.5273303006627034
2025-04-01,4.75,0.12219629051126416,0.12219629051126416
2025-04-02,10.25,2.3504333463441798,2.3504333463441798
2025-04-03,8.75,1.742732331117021,1.742732331117021
2025-04-04,17.25,5.186371417404255,5.186371417404255
2025-04-07,9.75,2.14786634126846,2.14786634126846
2025-04-08,9.0,1.8440158336548809,1.8440158336548809
2025-04-09,11.75,2.958134361571339,2.958134361571339
2025-04-14,8.0,1.4388818235034417,1.4388818235034417
2025-04-15,7.5,1.2363148184277222,1.2363148184277222
2025-04-16,8.75,1.742732331117021,1.742732331117021
2025-04-17,5.75,0.5273303006627034,0.5273303006627034
2025-04-21,7.75,1.337598320965582,1.337598320965582
2025-04-22,3.25,-0.4855047247158947,-0.4855047247158947
2025-04-23,9.25,1.9452993361927406,1.9452993361927406
2025-04-24,4.0,-0.18165421710231527,-0.18165421710231527
2025-04-25,5.75,0.5273303006627034,0.5273303006627034
2025-04-28,6.75,0.9324643108141426,0.9324643108141426
2025-04-29,3.5,-0.3842212221780349,-0.3842212221780349
2025-05-01,6.25,0.729897305738423,0.729897305738423
2025-05-05,3.0,-0.5867882272537545,-0.5867882272537545
2025-05-06,5.5,0.4260467981248436,0.4260467981248436
2025-05-07,5.5,0.4260467981248436,0.4260467981248436
2025-05-08,10.25,2.3504333463441798,2.3504333463441798
2025-05-09,4.25,-0.08037071456445546,-0.08037071456445546
2025-05-12,3.0,-0.5867882272537545,-0.5867882272537545
2025-05-14,5.5,0.4260467981248436,0.4260467981248436
2025-05-16,5.25,0.3247632955869838,0.3247632955869838
2025-05-19,5.25,0.3247632955869838,0.3247632955869838
2025-05-20,4.25,-0.08037071456445546,-0.08037071456445546
2025-05-21,8.0,1.4388818235034417,1.4388818235034417
2025-05-22,4.75,0.12219629051126416,0.12219629051126416
2025-05-23,2.5,-0.7893552323294741,-0.7893552323294741
2025-05-26,1.25,-1.2957727450187733,-1.2957727450187733
2025-05-27,4.25,-0.08037071456445546,-0.08037071456445546
2025-05-28,2.5,-0.7893552323294741,-0.7893552323294741
2025-06-02,5.25,0.3247632955869838,0.3247632955869838
2025-06-03,4.25,-0.08037071456445546,-0.08037071456445546
2025-06-04,4.25,-0.08037071456445546,-0.08037071456445546
2025-06-05,7.5,1.2363148184277222,1.2363148184277222
2025-06-09,4.25,-0.08037071456445546,-0.08037071456445546
2025-06-10,3.75,-0.28293771964017506,-0.28293771964017506
2025-06-13,6.75,0.9324643108141426,0.9324643108141426
2025-06-16,5.0,0.22347979304912396,0.22347979304912396
2025-06-17,6.5,0.8311808082762828,0.8311808082762828
2025-06-18,5.75,0.5273303006627034,0.5273303006627034
2025-06-19,1.25,-1.2957727450187733,-1.2957727450187733
2025-06-20,7.5,1.2363148184277222,1.2363148184277222
2025-06-23,4.75,0.12219629051126416,0.12219629051126416
2025-06-24,4.75,0.12219629051126416,0.12219629051126416
2025-06-25,5.5,0.4260467981248436,0.4260467981248436
2025-06-30,5.0,0.22347979304912396,0.22347979304912396
2025-07-01,3.25,-0.4855047247158947,-0.4855047247158947
2025-07-02,3.0,-0.5867882272537545,-0.5867882272537545
2025-07-04,4.0,-0.18165421710231527,-0.18165421710231527
2025-07-07,3.0,-0.5867882272537545,-0.5867882272537545
2025-07-08,1.5,-1.1944892424809133,-1.1944892424809133
2025-07-09,5.5,0.4260467981248436,0.4260467981248436
2025-07-10,2.25,-0.8906387348673339,-0.8906387348673339
2025-07-11,2.75,-0.6880717297916144,-0.6880717297916144
2025-07-14,4.0,-0.18165421710231527,-0.18165421710231527
2025-07-17,3.0,-0.5867882272537545,-0.5867882272537545
2025-07-18,2.75,-0.6880717297916144,-0.6880717297916144
2025-07-21,1.75,-1.0932057399430535,-1.0932057399430535
2025-07-22,2.0,-0.9919222374051937,-0.9919222374051937
2025-07-23,4.25,-0.08037071456445546,-0.08037071456445546
2025-07-24,2.5,-0.7893552323294741,-0.7893552323294741
2025-07-25,4.25,-0.08037071456445546,-0.08037071456445546
2025-07-28,2.0,-0.9919222374051937,-0.9919222374051937
2025-07-29,4.25,-0.08037071456445546,-0.08037071456445546
2025-08-04,5.25,0.3247632955869838,0.3247632955869838
2025-08-05,3.0,-0.5867882272537545,-0.5867882272537545
2025-08-06,2.75,-0.6880717297916144,-0.6880717297916144
2025-08-07,2.25,-0.8906387348673339,-0.8906387348673339
2025-08-08,1.25,-1.2957727450187733,-1.2957727450187733
2025-08-11,3.0,-0.5867882272537545,-0.5867882272537545
2025-08-13,2.25,-0.8906387348673339,-0.8906387348673339
2025-08-15,4.75,0.12219629051126416,0.12219629051126416
2025-08-18,2.25,-0.8906387348673339,-0.8906387348673339
2025-08-19,2.0,-0.9919222374051937,-0.9919222374051937
2025-08-20,2.75,-0.6880717297916144,-0.6880717297916144
2025-08-21,3.0,-0.5867882272537545,-0.5867882272537545
2025-08-22,4.0,-0.18165421710231527,-0.18165421710231527
2025-08-25,3.0,-0.5867882272537545,-0.5867882272537545
2025-08-26,4.0,-0.18165421710231527,-0.18165421710231527
2025-08-27,6.5,0.8311808082762828,0.8311808082762828
2025-09-02,3.5,-0.3842212221780349,-0.3842212221780349
2025-09-03,3.0,-0.5867882272537545,-0.5867882272537545
2025-09-04,3.75,-0.28293771964017506,-0.28293771964017506
2025-09-08,3.25,-0.4855047247158947,-0.4855047247158947
2025-09-12,3.75,-0.28293771964017506,-0.28293771964017506
2025-09-15,2.0,-0.9919222374051937,-0.9919222374051937
2025-09-16,3.0,-0.5867882272537545,-0.5867882272537545
2025-09-17,7.5,1.2363148184277222,1.2363148184277222
2025-09-18,4.0,-0.18165421710231527,-0.18165421710231527
2025-09-19,3.0,-0.5867882272537545,-0.5867882272537545
2025-09-22,2.25,-0.8906387348673339,-0.8906387348673339
2025-09-23,4.25,-0.08037071456445546,-0.08037071456445546
2025-09-24,2.25,-0.8906387348673339,-0.8906387348673339
2025-09-29,1.75,-1.0932057399430535,-1.0932057399430535
2025-09-30,5.0,0.22347979304912396,0.22347979304912396
2025-10-01,3.5,-0.3842212221780349,-0.3842212221780349
2025-10-02,3.0,-0.5867882272537545,-0.5867882272537545
2025-10-06,3.25,-0.4855047247158947,-0.4855047247158947
2025-10-07,1.75,-1.0932057399430535,-1.0932057399430535
2025-10-08,1.5,-1.1944892424809133,-1.1944892424809133
2025-10-09,2.0,-0.9919222374051937,-0.9919222374051937
2025-10-10,7.75,1.337598320965582,1.337598320965582
2025-10-13,3.0,-0.5867882272537545,-0.5867882272537545
2025-10-14,3.0,-0.5867882272537545,-0.5867882272537545
2025-10-17,2.75,-0.6880717297916144,-0.6880717297916144
2025-10-20,2.0,-0.9919222374051937,-0.9919222374051937
2025-10-21,2.5,-0.7893552323294741,-0.7893552323294741
2025-10-22,3.5,-0.3842212221780349,-0.3842212221780349
2025-10-23,3.0,-0.5867882272537545,-0.5867882272537545
2025-10-27,4.25,-0.08037071456445546,-0.08037071456445546
2025-10-28,2.5,-0.7893552323294741,-0.7893552323294741
2025-10-29,9.25,1.9452993361927406,1.9452993361927406
2025-11-03,2.25,-0.8906387348673339,-0.8906387348673339
2025-11-04,1.75,-1.0932057399430535,-1.0932057399430535
2025-11-05,3.0,-0.5867882272537545,-0.5867882272537545
2025-11-06,2.0,-0.9919222374051937,-0.9919222374051937
2025-11-10,2.5,-0.7893552323294741,-0.7893552323294741
2025-11-11,2.75,-0.6880717297916144,-0.6880717297916144
2025-11-12,1.5,-1.1944892424809133,-1.1944892424809133
2025-11-17,2.5,-0.7893552323294741,-0.7893552323294741
2025-11-18,4.75,0.12219629051126416,0.12219629051126416
2025-11-19,4.0,-0.18165421710231527,-0.18165421710231527
2025-11-21,4.5,0.02091278797340435,0.02091278797340435
2025-11-24,3.25,-0.4855047247158947,-0.4855047247158947
2025-11-28,3.5,-0.3842212221780349,-0.3842212221780349
2025-12-01,3.75,-0.28293771964017506,-0.28293771964017506
2025-12-02,4.5,0.02091278797340435,0.02091278797340435
2025-12-03,5.0,0.22347979304912396,0.22347979304912396
2025-12-04,4.25,-0.08037071456445546,-0.08037071456445546
2025-12-08,4.0,-0.18165421710231527,-0.18165421710231527
2025-12-09,2.75,-0.6880717297916144,-0.6880717297916144
2025-12-10,7.75,1.337598320965582,1.337598320965582
2025-12-12,3.5,-0.3842212221780349,-0.3842212221780349
2025-12-15,1.25,-1.2957727450187733,-1.2957727450187733
2025-12-17,1.75,-1.0932057399430535,-1.0932057399430535
2025-12-19,3.25,-0.4855047247158947,-0.4855047247158947
2025-12-22,1.75,-1.0932057399430535,-1.0932057399430535
2025-12-24,0.75,-1.4983397500944928,-1.4983397500944928
2025-12-26,2.75,-0.6880717297916144,-0.6880717297916144
2025-12-29,2.5,-0.7893552323294741,-0.7893552323294741
2025-12-30,2.5,-0.7893552323294741,-0.7893552323294741
2025-12-31,5.5,0.4260467981248436,0.4260467981248436
