Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,6.0,0.6286138032005633,0.6286138032005633
2024-10-01,6.5,0.8311808082762828,0.8311808082762828
2024-10-02,2.0,-0.9919222374051937,-0.9919222374051937
2024-10-03,3.25,-0.4855047247158947,-0.4855047247158947
2024-10-07,2.5,-0.7893552323294741,-0.7893552323294741
2024-10-08,4.0,-0.18165421710231527,-0.18165421710231527
2024-10-09,1.75,-1.0932057399430535,-1.0932057399430535
2024-10-14,2.75,-0.6880717297916144,-0.6880717297916144
2024-10-15,2.75,-0.6880717297916144,-0.6880717297916144
2024-10-16,2.25,-0.8906387348673339,-0.8906387348673339
2024-10-17,1.75,-1.0932057399430535,-1.0932057399430535
2024-10-18,2.0,-0.9919222374051937,-0.9919222374051937
2024-10-21,4.5,0.02091278797340435,0.02091278797340435
2024-10-22,3.0,-0.5867882272537545,-0.5867882272537545
2024-10-23,2.25,-0.8906387348673339,-0.8906387348673339
2024-10-24,5.0,0.22347979304912396,0.22347979304912396
2024-10-25,5.75,0.5273303006627034,0.5273303006627034
2024-10-28,5.75,0.5273303006627034,0.5273303006627034
2024-10-29,5.75,0.5273303006627034,0.5273303006627034
2024-11-04,6.75,0.9324643108141426,0.9324643108141426
2024-11-05,7.75,1.337598320965582,1.337598320965582
2024-11-06,6.25,0.729897305738423,0.729897305738423
2024-11-07,5.5,0.4260467981248436,0.4260467981248436
2024-11-08,6.0,0.6286138032005633,0.6286138032005633
2024-11-11,2.0,-0.9919222374051937,-0.9919222374051937
2024-11-12,3.5,-0.3842212221780349,-0.3842212221780349
2024-11-15,10.5,2.45171684888204,2.45171684888204
2024-11-18,5.5,0.4260467981248436,0.4260467981248436
2024-11-19,3.0,-0.5867882272537545,-0.5867882272537545
2024-11-20,2.5,-0.7893552323294741,-0.7893552323294741
2024-11-21,7.0,1.0337478133520024,1.0337478133520024
2024-11-22,3.25,-0.4855047247158947,-0.4855047247158947
2024-11-25,4.25,-0.08037071456445546,-0.08037071456445546
2024-11-26,2.75,-0.6880717297916144,-0.6880717297916144
2024-11-28,4.5,0.02091278797340435,0.02091278797340435
2024-11-29,5.75,0.5273303006627034,0.5273303006627034
2024-12-02,8.5,1.6414488285791613,1.6414488285791613
2024-12-03,6.25,0.729897305738423,0.729897305738423
2024-12-04,6.5,0.8311808082762828,0.8311808082762828
2024-12-05,6.5,0.8311808082762828,0.8311808082762828
2024-12-09,3.5,-0.3842212221780349,-0.3842212221780349
2024-12-10,4.0,-0.18165421710231527,-0.18165421710231527
2024-12-13,4.5,0.02091278797340435,0.02091278797340435
2024-12-16,3.5,-0.3842212221780349,-0.3842212221780349
2024-12-17,2.25,-0.8906387348673339,-0.8906387348673339
2024-12-18,15.5,4.477386899639236,4.477386899639236
2024-12-23,4.5,0.02091278797340435,0.02091278797340435
2024-12-24,4.5,0.02091278797340435,0.02091278797340435
2024-12-26,7.25,1.1350313158898622,1.1350313158898622
2024-12-27,5.0,0.22347979304912396,0.22347979304912396
2024-12-30,2.75,-0.6880717297916144,-0.6880717297916144
2024-12-31,6.75,0.9324643108141426,0.9324643108141426
2025-01-02,7.5,1.2363148184277222,1.2363148184277222
2025-01-03,4.0,-0.18165421710231527,-0.18165421710231527
2025-01-06,4.5,0.02091278797340435,0.02091278797340435
2025-01-07,2.5,-0.7893552323294741,-0.7893552323294741
2025-01-08,3.0,-0.5867882272537545,-0.5867882272537545
2025-01-09,2.5,-0.7893552323294741,-0.7893552323294741
2025-01-13,3.25,-0.4855047247158947,-0.4855047247158947
2025-01-16,10.0,2.24914984380632,2.24914984380632
2025-01-17,3.75,-0.28293771964017506,-0.28293771964017506
2025-01-20,2.75,-0.6880717297916144,-0.6880717297916144
2025-01-21,3.25,-0.4855047247158947,-0.4855047247158947
2025-01-22,5.25,0.3247632955869838,0.3247632955869838
2025-01-23,2.5,-0.7893552323294741,-0.7893552323294741
2025-01-24,3.75,-0.28293771964017506,-0.28293771964017506
2025-01-27,4.5,0.02091278797340435,0.02091278797340435
2025-01-28,3.75,-0.28293771964017506,-0.28293771964017506
2025-01-29,8.75,1.742732331117021,1.742732331117021
2025-02-03,5.5,0.4260467981248436,0.4260467981248436
2025-02-04,3.0,-0.5867882272537545,-0.5867882272537545
2025-02-05,3.5,-0.3842212221780349,-0.3842212221780349
2025-02-06,4.0,-0.18165421710231527,-0.18165421710231527
2025-02-10,4.0,-0.18165421710231527,-0.18165421710231527
2025-02-11,2.5,-0.7893552323294741,-0.7893552323294741
2025-02-14,3.25,-0.4855047247158947,-0.4855047247158947
2025-02-17,1.0,-1.397056247556633,-1.397056247556633
2025-02-18,4.0,-0.18165421710231527,-0.18165421710231527
2025-02-19,3.0,-0.5867882272537545,-0.5867882272537545
2025-02-20,1.75,-1.0932057399430535,-1.0932057399430535
2025-02-21,6.25,0.729897305738423,0.729897305738423
2025-02-24,3.5,-0.3842212221780349,-0.3842212221780349
2025-02-25,4.0,-0.18165421710231527,-0.18165421710231527
2025-02-26,8.75,1.742732331117021,1.742732331117021
2025-03-03,4.25,-0.08037071456445546,-0.08037071456445546
2025-03-04,13.25,3.5658353767984976,3.5658353767984976
